fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url
168,UFC 174: Johnson vs Bagautinov,2014-06-14,,Andrei Arlovski,Brendan Schaub,Andrei Arlovski,Unknown,S-DEC,3.0,5:00,3,0,
169,Strikeforce - Fedor vs. Silva,2011-02-12,,Andrei Arlovski,Sergei Kharitonov,Sergei Kharitonov,Unknown,KO/TKO Punches,1.0,2:49,3,0,
170,Strikeforce - Heavy Artillery,2010-05-15,,Andrei Arlovski,Antonio Silva,Antonio Silva,Unknown,U-DEC,3.0,5:00,3,0,
171,Strikeforce - Lawler vs. Shields,2009-06-06,,Andrei Arlovski,Brett Rogers,Brett Rogers,Unknown,KO/TKO Punches,1.0,0:22,3,0,
172,Affliction - Day of Reckoning,2009-01-24,,Andrei Arlovski,Fedor Emelianenko,Fedor Emelianenko,Unknown,KO/TKO Punch,1.0,3:14,3,0,
173,EliteXC - Heat,2008-10-04,,Andrei Arlovski,Roy Nelson,Andrei Arlovski,Unknown,KO/TKO Punch,2.0,3:14,3,0,
174,Affliction - Banned,2008-07-19,,Andrei Arlovski,Ben Rothwell,Andrei Arlovski,Unknown,KO/TKO Punch,3.0,1:13,3,0,
175,UFC 82: Pride of a Champion,2008-03-01,,Andrei Arlovski,Jake O'Brien,Andrei Arlovski,Unknown,KO/TKO Punches,2.0,4:17,3,0,
176,UFC 70: Nations Collide,2007-04-21,,Andrei Arlovski,Fabricio Werdum,Andrei Arlovski,Unknown,U-DEC,3.0,5:00,3,0,
177,UFC 66: Liddell vs Ortiz 2,2006-12-30,,Andrei Arlovski,Marcio Cruz,Andrei Arlovski,Unknown,KO/TKO Punches,1.0,3:15,3,0,
178,UFC 47: It's On!,2004-04-02,,Andrei Arlovski,Wesley Correira,Andrei Arlovski,Unknown,KO/TKO Punches,2.0,1:15,3,0,
179,UFC 44: Undisputed,2003-09-26,,Andrei Arlovski,Vladimir Matyushenko,Andrei Arlovski,Unknown,KO/TKO Punches,1.0,1:59,3,0,
180,UFC 40: Vendetta,2002-11-22,,Andrei Arlovski,Ian Freeman,Andrei Arlovski,Unknown,KO/TKO Punches,1.0,1:18,3,0,
181,UFC 36: Worlds Collide,2002-03-22,,Andrei Arlovski,Pedro Rizzo,Pedro Rizzo,Unknown,KO/TKO Punch,3.0,1:45,3,0,
182,UFC 32: Showdown in the Meadowlands,2001-06-29,,Andrei Arlovski,Ricco Rodriguez,Ricco Rodriguez,Unknown,KO/TKO Punches,3.0,1:23,3,0,
183,UFC 28: High Stakes,2000-11-17,,Andrei Arlovski,Aaron Brink,Andrei Arlovski,Unknown,SUB Armbar,1.0,0:55,3,0,
184,UFC Fight Night: Moreno vs. Albazi,2024-11-02,,Garrett Armfield,Serhiy Sidey,Serhiy Sidey,Unknown,S-DEC,3.0,5:00,3,0,
185,UFC Fight Night: Perez vs. Taira,2024-06-15,,Garrett Armfield,Brady Hiestand,Brady Hiestand,Unknown,SUB Rear Naked Choke,3.0,1:52,3,0,
186,UFC 297: Strickland vs. Du Plessis,2024-01-20,,Garrett Armfield,Brad Katona,Garrett Armfield,Unknown,U-DEC,3.0,5:00,3,0,
187,UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,,Garrett Armfield,Toshiomi Kazama,Garrett Armfield,Unknown,KO/TKO Punches,1.0,4:16,3,0,
188,UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,,Garrett Armfield,David Onama,David Onama,Unknown,SUB Arm Triangle,2.0,3:13,3,0,
189,Strikeforce - Young Guns 2,2008-02-01,,Joey Armstrong,Sam Spengler,Joey Armstrong,Unknown,KO/TKO,1.0,2:56,3,0,
190,UFC 234: Adesanya vs. Silva,2019-02-09,,Austin Arnett,Shane Young,Shane Young,Unknown,U-DEC,3.0,5:00,3,0,
191,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,,Austin Arnett,Humberto Bandenay,Austin Arnett,Unknown,U-DEC,3.0,5:00,3,0,
192,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,,Austin Arnett,Hakeem Dawodu,Hakeem Dawodu,Unknown,U-DEC,3.0,5:00,3,0,
193,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,,Austin Arnett,Cory Sandhagen,Cory Sandhagen,Unknown,KO/TKO Punches,2.0,3:48,3,0,
194,DWCS 1.4,2017-08-01,,Austin Arnett,Brandon Davis,Brandon Davis,Unknown,U-DEC,3.0,5:00,3,0,
195,PRIDE 34: Kamikaze,2007-04-08,,Ricardo Arona,Rameau Thierry Sokoudjou,Rameau Thierry Sokoudjou,Unknown,KO/TKO Punch,1.0,1:59,3,0,
196,PRIDE Final Conflict Absolute,2006-09-10,,Ricardo Arona,Alistair Overeem,Ricardo Arona,Unknown,KO/TKO Punches,1.0,4:28,3,0,
197,PRIDE Final Conflict 2005,2005-08-28,,Ricardo Arona,Wanderlei Silva,Ricardo Arona,Unknown,U-DEC,2.0,5:00,3,0,
198,PRIDE Critical Countdown 2005,2005-06-26,,Ricardo Arona,Kazushi Sakuraba,Ricardo Arona,Unknown,KO/TKO,2.0,5:00,3,0,
199,PRIDE Total Elimination 2005,2005-04-23,,Ricardo Arona,Dean Lister,Ricardo Arona,Unknown,U-DEC,3.0,5:00,3,0,
200,PRIDE 28: High Octane,2004-10-31,,Ricardo Arona,Sergey Ignatov,Ricardo Arona,Unknown,SUB Rear Naked Choke,1.0,8:37,3,0,
201,PRIDE Critical Countdown 2004,2004-06-20,,Ricardo Arona,Quinton Jackson,Quinton Jackson,Unknown,KO/TKO Slam,1.0,7:32,3,0,
202,PRIDE 23: Championship Chaos 2,2002-11-24,,Ricardo Arona,Murilo Rua,Ricardo Arona,Unknown,U-DEC,3.0,5:00,3,0,
203,PRIDE 20: Armed and Ready,2002-04-28,,Ricardo Arona,Dan Henderson,Ricardo Arona,Unknown,S-DEC,3.0,5:00,3,0,
204,PRIDE 16: Beasts from the East,2001-09-24,,Ricardo Arona,Guy Mezger,Ricardo Arona,Unknown,S-DEC,3.0,5:00,3,0,
205,DWCS 7.3,2023-08-22,,Eli Aronov,Zach Reese,Zach Reese,Unknown,SUB Armbar,1.0,1:14,3,0,
206,PRIDE Bushido 3,2004-05-23,,Chalid Arrab,Kazuhiro Nakamura,Kazuhiro Nakamura,Unknown,SUB Armbar,1.0,4:45,3,0,
207,PRIDE Bushido 1,2003-10-05,,Chalid Arrab,Rodney Faverus,Chalid Arrab,Unknown,U-DEC,2.0,5:00,3,0,
208,UFC 193: Rousey vs Holm,2015-11-14,,Akbarh Arreola,Jake Matthews,Jake Matthews,Unknown,KO/TKO,2.0,5:00,3,0,
209,UFC Fight Night: Maia vs LaFlare,2015-03-21,,Akbarh Arreola,Francisco Trinaldo,Francisco Trinaldo,Unknown,U-DEC,3.0,5:00,3,0,
210,UFC Fight Night: Edgar vs Swanson,2014-11-22,,Akbarh Arreola,Yves Edwards,Akbarh Arreola,Unknown,SUB Armbar,1.0,1:52,3,0,
211,UFC on FOX: Lawler vs Brown,2014-07-26,,Akbarh Arreola,Tiago dos Santos e Silva,Tiago dos Santos e Silva,Unknown,U-DEC,3.0,5:00,3,0,
212,UFC 94: St-Pierre vs Penn 2,2009-01-31,,Matt Arroyo,Dan Cramer,Dan Cramer,Unknown,S-DEC,3.0,5:00,3,0,
213,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,2008-06-21,,Matt Arroyo,Matt Brown,Matt Brown,Unknown,KO/TKO Punches,2.0,3:40,3,0,
214,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08,,Matt Arroyo,John Kolosci,Matt Arroyo,Unknown,SUB Armbar,1.0,4:42,3,0,
215,UFC Fight Night: Smith vs. Spann,2021-09-18,,Antonio Arroyo,Joaquin Buckley,Joaquin Buckley,Unknown,KO/TKO Punches,3.0,2:26,3,0,
216,UFC Fight Night: Thompson vs. Neal,2020-12-19,,Antonio Arroyo,Deron Winn,Deron Winn,Unknown,U-DEC,3.0,5:00,3,0,
217,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,,Antonio Arroyo,Andre Muniz,Andre Muniz,Unknown,U-DEC,3.0,5:00,3,0,
218,DWCS 3.4,2019-07-16,,Antonio Arroyo,Stephen Regman,Antonio Arroyo,Unknown,SUB Arm Triangle,2.0,3:31,3,0,
219,DWCS Brazil 1.1,2018-08-10,,Antonio Arroyo,Diego Henrique da Silva,Antonio Arroyo,Unknown,U-DEC,3.0,5:00,3,0,
220,PRIDE 23: Championship Chaos 2,2002-11-24,,Gilles Arsene,Kazushi Sakuraba,Kazushi Sakuraba,Unknown,SUB Armbar,3.0,2:08,3,0,
221,UFC 201: Lawler vs. Woodley,2016-07-30,,Cesar Arzamendia,Damien Brown,Damien Brown,Unknown,KO/TKO Punches,1.0,2:27,3,0,
222,UFC Fight Night: Magny vs Gastelum,2015-11-21,,Cesar Arzamendia,Marco Polo Reyes,Marco Polo Reyes,Unknown,KO/TKO Punch,1.0,3:42,3,0,
223,UFC 319: Du Plessis vs. Chimaev,2025-08-16,,Kai Asakura,Tim Elliott,Tim Elliott,Unknown,SUB Guillotine Choke,2.0,4:39,3,0,
224,DWCS 3.10,2019-08-27,,Teddy Ash,Dusko Todorovic,Dusko Todorovic,Unknown,U-DEC,3.0,5:00,3,0,
225,UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,,Yanal Ashmouz,Quillan Salkilld,Quillan Salkilld,Unknown,U-DEC,3.0,5:00,3,0,
226,UFC Fight Night: Burns vs. Brady,2024-09-07,,Yanal Ashmouz,Trevor Peek,Yanal Ashmouz,Unknown,U-DEC,3.0,5:00,3,0,
227,UFC Fight Night: Aspinall vs. Tybura,2023-07-22,,Yanal Ashmouz,Chris Duncan,Chris Duncan,Unknown,U-DEC,3.0,5:00,3,0,
228,UFC 286: Edwards vs. Usman 3,2023-03-18,,Yanal Ashmouz,Sam Patterson,Yanal Ashmouz,Unknown,KO/TKO Punches,1.0,1:15,3,0,
229,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,,Askar Askarov,Kai Kara-France,Kai Kara-France,Unknown,U-DEC,3.0,5:00,3,0,
230,UFC 259: Blachowicz vs. Adesanya,2021-03-06,,Askar Askarov,Joseph Benavidez,Askar Askarov,Unknown,U-DEC,3.0,5:00,3,0,
231,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,,Askar Askarov,Alexandre Pantoja,Askar Askarov,Unknown,U-DEC,3.0,5:00,3,0,
232,UFC 246: McGregor vs. Cowboy,2020-01-18,,Askar Askarov,Tim Elliott,Askar Askarov,Unknown,U-DEC,3.0,5:00,3,0,
233,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,,Askar Askarov,Brandon Moreno,,Unknown,S-DEC,3.0,5:00,3,0,
234,UFC 221: Romero vs. Rockhold,2018-02-10,,Cyril Asker,Tai Tuivasa,Tai Tuivasa,Unknown,KO/TKO Elbow,1.0,2:18,3,0,
235,UFC Fight Night: Bisping vs. Gastelum,2017-11-25,,Cyril Asker,Hu Yaozong,Cyril Asker,Unknown,SUB Rear Naked Choke,2.0,2:33,3,0,
236,UFC Fight Night: Holm vs. Correia,2017-06-17,,Cyril Asker,Walt Harris,Walt Harris,Unknown,KO/TKO Elbows,1.0,1:44,3,0,
237,UFC Fight Night: Rodriguez vs. Penn,2017-01-15,,Cyril Asker,Dmitrii Smoliakov,Cyril Asker,Unknown,KO/TKO Punches,1.0,2:41,3,0,
238,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,,Cyril Asker,Jared Cannonier,Jared Cannonier,Unknown,KO/TKO Punch,1.0,2:44,3,0,
239,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,,Khusein Askhabov,Jamall Emmers,Jamall Emmers,Unknown,U-DEC,3.0,5:00,3,0,
240,UFC Fight Night: Manuwa vs. Anderson,2017-03-18,,Scott Askham,Brad Scott,Brad Scott,Unknown,S-DEC,3.0,5:00,3,0,
241,UFC Fight Night: Arlovski vs. Barnett,2016-09-03,,Scott Askham,Jack Hermansson,Jack Hermansson,Unknown,U-DEC,3.0,5:00,3,0,
242,UFC Fight Night: Silva vs Bisping,2016-02-27,,Scott Askham,Chris Dempsey,Scott Askham,Unknown,KO/TKO Punch,1.0,4:45,3,0,
243,UFC Fight Night: Holohan vs Smolka,2015-10-24,,Scott Askham,Krzysztof Jotko,Krzysztof Jotko,Unknown,S-DEC,3.0,5:00,3,0,
244,UFC Fight Night: Jedrzejczyk vs Penne,2015-06-20,,Scott Askham,Antonio Dos Santos,Scott Askham,Unknown,KO/TKO Punch,1.0,2:52,3,0,
245,UFC Fight Night: Nelson vs Story,2014-10-04,,Scott Askham,Magnus Cedenblad,Magnus Cedenblad,Unknown,U-DEC,3.0,5:00,3,0,
246,UFC Fight Night: Maia vs. Askren,2019-10-26,,Ben Askren,Demian Maia,Demian Maia,Unknown,SUB Rear Naked Choke,3.0,3:54,3,0,
247,UFC 239: Jones vs. Santos,2019-07-06,,Ben Askren,Jorge Masvidal,Jorge Masvidal,Unknown,KO/TKO Flying Knee,1.0,0:05,3,0,
248,UFC 235: Jones vs. Smith,2019-03-02,,Ben Askren,Robbie Lawler,Ben Askren,Unknown,SUB Bulldog Choke,1.0,3:20,3,0,
249,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,,Ibo Aslan,Iwo Baraniewski,Iwo Baraniewski,Unknown,KO/TKO Punches,1.0,1:29,3,0,
250,UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,,Ibo Aslan,Billy Elekana,Billy Elekana,Unknown,U-DEC,3.0,5:00,3,0,
251,UFC Fight Night: Cejudo vs. Song,2025-02-22,,Ibo Aslan,Ion Cutelaba,Ion Cutelaba,Unknown,SUB Arm Triangle,1.0,2:51,3,0,
252,UFC 308: Topuria vs. Holloway,2024-10-26,,Ibo Aslan,Rafael Cerqueira,Ibo Aslan,Unknown,KO/TKO Punches,1.0,0:51,3,0,
253,UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,,Ibo Aslan,Anton Turkalj,Ibo Aslan,Unknown,KO/TKO Punch,3.0,1:32,3,0,
254,DWCS 7.2,2023-08-15,,Ibo Aslan,Paulo Renato Junior,Ibo Aslan,Unknown,KO/TKO Punches,1.0,2:22,3,0,
255,UFC Fight Night: Aspinall vs. Tybura,2023-07-22,,Tom Aspinall,Marcin Tybura,Tom Aspinall,Unknown,KO/TKO Punch,1.0,1:13,3,0,
256,UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,,Tom Aspinall,Curtis Blaydes,Curtis Blaydes,Unknown,KO/TKO,1.0,0:15,3,0,
257,UFC Fight Night: Volkov vs. Aspinall,2022-03-19,,Tom Aspinall,Alexander Volkov,Tom Aspinall,Unknown,SUB Straight Armbar,1.0,3:45,3,0,
258,UFC Fight Night: Brunson vs. Till,2021-09-04,,Tom Aspinall,Serghei Spivac,Tom Aspinall,Unknown,KO/TKO Elbow,1.0,2:30,3,0,
259,UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,,Tom Aspinall,Alan Baudot,Tom Aspinall,Unknown,KO/TKO Punches,1.0,1:35,3,0,
260,UFC Fight Night: Whittaker vs. Till,2020-07-25,,Tom Aspinall,Jake Collier,Tom Aspinall,Unknown,KO/TKO Punches,1.0,0:45,3,0,
261,UFC Fight Night: Royval vs. Kape,2025-12-13,,Steven Asplund,Sean Sharaf,Steven Asplund,Unknown,KO/TKO Punches,2.0,3:49,3,0,
262,DWCS 9.5,2025-09-09,,Steven Asplund,Anthony Guarascio,Steven Asplund,Unknown,KO/TKO Elbows,1.0,0:16,3,0,
263,DWCS Brazil 1.2,2018-08-11,,Bruno Assis,Andre Muniz,Andre Muniz,Unknown,U-DEC,3.0,5:00,3,0,
264,UFC 141: Lesnar vs Overeem,2011-12-30,,Junior Assuncao,Ross Pearson,Ross Pearson,Unknown,U-DEC,3.0,5:00,3,0,
265,UFC 135: Jones vs Rampage,2011-09-24,,Junior Assuncao,Eddie Yagin,Junior Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
266,UFC Fight Night: Thomas vs Florian,2007-09-19,,Junior Assuncao,Nate Diaz,Nate Diaz,Unknown,SUB Guillotine Choke,1.0,4:10,3,0,
267,UFC 70: Nations Collide,2007-04-21,,Junior Assuncao,David Lee,Junior Assuncao,Unknown,SUB Rear Naked Choke,2.0,1:55,3,0,
268,UFC 64: Unstoppable,2006-10-14,,Junior Assuncao,Kurt Pellegrino,Kurt Pellegrino,Unknown,SUB Rear Naked Choke,1.0,2:04,3,0,
269,UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,,Raphael Assuncao,Davey Grant,Davey Grant,Unknown,SUB Inverted Triangle,3.0,4:43,3,0,
270,UFC Fight Night: Grasso vs. Araujo,2022-10-15,,Raphael Assuncao,Victor Henry,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
271,UFC Fight Night: Lewis vs. Daukaus,2021-12-18,,Raphael Assuncao,Ricky Simon,Ricky Simon,Unknown,KO/TKO Punch,2.0,2:14,3,0,
272,UFC 250: Nunes vs. Spencer,2020-06-06,,Raphael Assuncao,Cody Garbrandt,Cody Garbrandt,Unknown,KO/TKO Punch,2.0,4:59,3,0,
273,UFC 241: Cormier vs. Miocic 2,2019-08-17,,Raphael Assuncao,Cory Sandhagen,Cory Sandhagen,Unknown,U-DEC,3.0,5:00,3,0,
274,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,,Raphael Assuncao,Marlon Moraes,Marlon Moraes,Unknown,SUB Guillotine Choke,1.0,3:17,3,0,
275,UFC 226: Miocic vs. Cormier,2018-07-07,,Raphael Assuncao,Rob Font,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
276,UFC Fight Night: Poirier vs. Pettis,2017-11-11,,Raphael Assuncao,Matthew Lopez,Raphael Assuncao,Unknown,KO/TKO Punch,3.0,1:50,3,0,
277,UFC 212: Aldo vs. Holloway,2017-06-03,,Raphael Assuncao,Marlon Moraes,Raphael Assuncao,Unknown,S-DEC,3.0,5:00,3,0,
278,UFC on FOX: Shevchenko vs. Pena,2017-01-28,,Raphael Assuncao,Aljamain Sterling,Raphael Assuncao,Unknown,S-DEC,3.0,5:00,3,0,
279,UFC 200: Tate vs Nunes,2016-07-09,,Raphael Assuncao,TJ Dillashaw,TJ Dillashaw,Unknown,U-DEC,3.0,5:00,3,0,
280,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,,Raphael Assuncao,Bryan Caraway,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
281,UFC 170: Rousey vs McMann,2014-02-22,,Raphael Assuncao,Pedro Munhoz,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
282,UFC Fight Night: Maia vs Shields,2013-10-09,,Raphael Assuncao,TJ Dillashaw,Raphael Assuncao,Unknown,S-DEC,3.0,5:00,3,0,
283,UFC on FUEL TV: Nogueira vs. Werdum,2013-06-08,,Raphael Assuncao,Vaughan Lee,Raphael Assuncao,Unknown,SUB Armbar,2.0,1:51,3,0,
284,UFC on FOX: Henderson vs Diaz,2012-12-08,,Raphael Assuncao,Mike Easton,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
285,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,,Raphael Assuncao,Issei Tamura,Raphael Assuncao,Unknown,KO/TKO Punch,2.0,0:25,3,0,
286,UFC 134: Silva vs Okami,2011-08-27,,Raphael Assuncao,Johnny Eduardo,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
287,UFC 128: Shogun vs Jones,2011-03-19,,Raphael Assuncao,Erik Koch,Erik Koch,Unknown,KO/TKO Punch,1.0,2:32,3,0,
288,WEC 52: Faber vs. Mizugaki,2010-11-11,,Raphael Assuncao,LC Davis,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
289,WEC 49: Varner vs. Shalorus,2010-06-20,,Raphael Assuncao,Diego Nunes,Diego Nunes,Unknown,S-DEC,3.0,5:00,3,0,
290,WEC 46: Varner vs. Henderson,2010-01-10,,Raphael Assuncao,Urijah Faber,Urijah Faber,Unknown,SUB Rear Naked Choke,3.0,3:49,3,0,
291,WEC 43: Cerrone vs. Henderson,2009-10-10,,Raphael Assuncao,Yves Jabouin,Raphael Assuncao,Unknown,S-DEC,3.0,5:00,3,0,
292,WEC 40: Torres vs. Mizugaki,2009-04-05,,Raphael Assuncao,Jameel Massouh,Raphael Assuncao,Unknown,U-DEC,3.0,5:00,3,0,
293,UFC Fight Night: Oliveira vs. Gamrot,2025-10-11,,Michael Aswell Jr.,Lucas Almeida,Michael Aswell Jr.,Unknown,KO/TKO Punches,1.0,1:42,3,0,
294,UFC Fight Night: Blanchfield vs. Barber,2025-05-31,,Michael Aswell Jr.,Bolaji Oki,Bolaji Oki,Unknown,U-DEC,3.0,5:00,3,0,
295,DWCS 8.3,2024-08-27,,Michael Aswell Jr.,Bogdan Grad,Bogdan Grad,Unknown,S-DEC,3.0,5:00,3,0,
296,PRIDE 24: Cold Fury 3,2002-12-23,,Bazigit Atajev,Alistair Overeem,Alistair Overeem,Unknown,KO/TKO Knee,2.0,4:59,3,0,
297,UFC 140: Jones vs Machida,2011-12-10,,Rich Attonito,Jake Hecht,Jake Hecht,Unknown,KO/TKO Elbows,2.0,1:10,3,0,
298,UFC Live: Kongo vs Barry,2011-06-26,,Rich Attonito,Daniel Roberts,Rich Attonito,Unknown,U-DEC,3.0,5:00,3,0,
299,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,2010-12-04,,Rich Attonito,David Branch,David Branch,Unknown,U-DEC,3.0,5:00,3,0,
300,UFC Fight Night: Marquardt vs Palhares,2010-09-15,,Rich Attonito,Rafael Natal,Rich Attonito,Unknown,U-DEC,3.0,5:00,3,0,
301,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,,Rich Attonito,Jamie Yager,Rich Attonito,Unknown,KO/TKO Punches,2.0,4:25,3,0,
302,UFC 240: Holloway vs. Edgar,2019-07-27,,Olivier Aubin-Mercier,Arman Tsarukyan,Arman Tsarukyan,Unknown,U-DEC,3.0,5:00,3,0,
303,UFC 231: Holloway vs. Ortega,2018-12-08,,Olivier Aubin-Mercier,Gilbert Burns,Gilbert Burns,Unknown,U-DEC,3.0,5:00,3,0,
304,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,,Olivier Aubin-Mercier,Alexander Hernandez,Alexander Hernandez,Unknown,U-DEC,3.0,5:00,3,0,
305,UFC 223: Khabib vs. Iaquinta,2018-04-07,,Olivier Aubin-Mercier,Evan Dunham,Olivier Aubin-Mercier,Unknown,KO/TKO Knees,1.0,0:53,3,0,
306,UFC Fight Night: Rockhold vs. Branch,2017-09-16,,Olivier Aubin-Mercier,Anthony Rocco Martin,Olivier Aubin-Mercier,Unknown,S-DEC,3.0,5:00,3,0,
307,UFC 206: Holloway vs. Pettis,2016-12-10,,Olivier Aubin-Mercier,Drew Dober,Olivier Aubin-Mercier,Unknown,SUB Rear Naked Choke,2.0,2:57,3,0,
308,UFC Fight Night: MacDonald vs Thompson,2016-06-18,,Olivier Aubin-Mercier,Thibault Gouti,Olivier Aubin-Mercier,Unknown,SUB Rear Naked Choke,3.0,2:28,3,0,
309,UFC on FOX: Johnson vs. Bader,2016-01-30,,Olivier Aubin-Mercier,Diego Ferreira,Diego Ferreira,Unknown,U-DEC,3.0,5:00,3,0,
310,UFC Fight Night: Holloway vs Oliveira,2015-08-23,,Olivier Aubin-Mercier,Tony Sims,Olivier Aubin-Mercier,Unknown,U-DEC,3.0,5:00,3,0,
311,UFC 186: Johnson vs Horiguchi,2015-04-25,,Olivier Aubin-Mercier,David Michaud,Olivier Aubin-Mercier,Unknown,SUB Rear Naked Choke,3.0,1:35,3,0,
312,UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,,Olivier Aubin-Mercier,Jake Lindsey,Olivier Aubin-Mercier,Unknown,SUB Inverted Triangle,2.0,3:22,3,0,
313,UFC 124: St-Pierre vs Koscheck 2,2010-12-11,,Pat Audinwood,John Makdessi,John Makdessi,Unknown,U-DEC,3.0,5:00,3,0,
314,UFC 119: Mir vs Cro Cop,2010-09-25,,Pat Audinwood,Thiago Tavares,Thiago Tavares,Unknown,SUB Guillotine Choke,1.0,3:47,3,0,
315,UFC 102: Couture vs Nogueira,2009-08-29,,Marcus Aurelio,Evan Dunham,Evan Dunham,Unknown,S-DEC,3.0,5:00,3,0,
316,UFC 90: Silva vs Cote,2008-10-25,,Marcus Aurelio,Hermes Franca,Hermes Franca,Unknown,U-DEC,3.0,5:00,3,0,
317,UFC 86: Jackson vs Griffin,2008-07-05,,Marcus Aurelio,Tyson Griffin,Tyson Griffin,Unknown,U-DEC,3.0,5:00,3,0,
318,UFC Fight Night: Florian vs Lauzon,2008-04-02,,Marcus Aurelio,Ryan Roberts,Marcus Aurelio,Unknown,SUB Armbar,1.0,0:16,3,0,
319,UFC 78: Validation,2007-11-17,,Marcus Aurelio,Luke Caudillo,Marcus Aurelio,Unknown,KO/TKO Punches,1.0,4:29,3,0,
320,UFC 74: Respect,2007-08-25,,Marcus Aurelio,Clay Guida,Clay Guida,Unknown,S-DEC,3.0,5:00,3,0,
321,PRIDE Bushido 11,2006-06-04,,Marcus Aurelio,Mitsuhiro Ishida,Mitsuhiro Ishida,Unknown,U-DEC,2.0,5:00,3,0,
322,PRIDE Bushido 10,2006-04-02,,Marcus Aurelio,Takanori Gomi,Marcus Aurelio,Unknown,SUB Arm Triangle,1.0,4:34,3,0,
323,PRIDE Bushido 8,2005-07-17,,Marcus Aurelio,Jutaro Nakao,Marcus Aurelio,Unknown,U-DEC,2.0,5:00,3,0,
324,PRIDE Bushido 6,2005-04-03,,Marcus Aurelio,Daisuke Nakamura,Marcus Aurelio,Unknown,U-DEC,2.0,5:00,3,0,
325,PRIDE Bushido 4,2004-07-19,,Marcus Aurelio,Dokonjonosuke Mishima,Dokonjonosuke Mishima,Unknown,S-DEC,2.0,5:00,3,0,
326,WEC 36: Faber vs. Brown,2008-11-05,,David Avellan,Aaron Simpson,Aaron Simpson,Unknown,KO/TKO Punch,1.0,0:18,3,0,
327,WEC 38: Varner vs. Cerrone,2009-01-25,,Blas Avena,Jesse Lennox,Jesse Lennox,Unknown,KO/TKO Punches,2.0,0:41,3,0,
328,WEC 35: Condit vs. Miura,2008-08-03,,Blas Avena,Dave Terrel,Blas Avena,Unknown,KO/TKO Punches,1.0,1:07,3,0,
329,WEC 33: Marshall vs. Stann,2008-03-26,,Blas Avena,Hiromitsu Miura,Hiromitsu Miura,Unknown,KO/TKO Punches,1.0,2:35,3,0,
330,WEC 30: McCullough vs. Crunkilton,2007-09-05,,Blas Avena,Joe Benoit,Blas Avena,Unknown,SUB Guillotine Choke,1.0,0:29,3,0,
331,WEC 29: Condit vs. Larson,2007-08-05,,Blas Avena,Tiki Ghosn,Blas Avena,Unknown,SUB Rear Naked Choke,1.0,1:01,3,0,
332,WEC 25: McCullough vs. Cope,2007-01-20,,Blas Avena,Logan Clark,Logan Clark,Unknown,KO/TKO Elbows,3.0,4:23,3,0,
333,Strikeforce Challengers 3,2009-09-25,,Levi Avera,Paul Bradley,Paul Bradley,Unknown,U-DEC,3.0,5:00,3,0,
334,Strikeforce Challengers 15,2011-04-01,,Anthony Avila,Rafael Rios,Anthony Avila,Unknown,U-DEC,3.0,5:00,3,0,
335,UFC Fight Night: Dos Anjos vs. Ferguson,2016-11-05,,Chris Avila,Enrique Barzola,Enrique Barzola,Unknown,U-DEC,3.0,5:00,3,0,
336,UFC 202: Diaz vs. McGregor 2,2016-08-20,,Chris Avila,Artem Lobov,Artem Lobov,Unknown,U-DEC,3.0,5:00,3,0,
