fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url
5023,PRIDE 4,1998-10-11,,Allan Goes,Kazushi Sakuraba,,Unknown,Other,3.0,10:00,3,0,
5024,UFC 17: Redemption,1998-05-15,,Allan Goes,Dan Henderson,Dan Henderson,Unknown,U-DEC,2.0,3:00,3,0,
5025,UFC Fight Night: Lewis vs. Nascimento,2024-05-11,,Billy Ray Goff,Trey Waters,Trey Waters,Unknown,U-DEC,3.0,5:00,3,0,
5026,UFC Fight Night: Holloway vs. The Korean Zombie,2023-08-26,,Billy Ray Goff,Yusaku Kinoshita,Billy Ray Goff,Unknown,KO/TKO Punch,1.0,3:49,3,0,
5027,DWCS 6.2,2022-08-02,,Billy Ray Goff,Shimon Smotritsky,Billy Ray Goff,Unknown,KO/TKO Punches,1.0,3:37,3,0,
5028,Strikeforce Challengers 4,2009-11-06,,Jonny Goh,Ben Holscher,Ben Holscher,Unknown,U-DEC,3.0,5:00,3,0,
5029,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,,Hannah Goldy,Mizuki,Mizuki,Unknown,U-DEC,3.0,5:00,3,0,
5030,UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,,Hannah Goldy,Molly McCann,Molly McCann,Unknown,KO/TKO Spinning Back Elbow,1.0,3:52,3,0,
5031,UFC Fight Night: Smith vs. Spann,2021-09-18,,Hannah Goldy,Emily Whitmire,Hannah Goldy,Unknown,SUB Armbar,1.0,4:17,3,0,
5032,UFC Fight Night: Covington vs. Lawler,2019-08-03,,Hannah Goldy,Miranda Granger,Miranda Granger,Unknown,U-DEC,3.0,5:00,3,0,
5033,DWCS 3.1,2019-06-18,,Hannah Goldy,Kali Robbins,Hannah Goldy,Unknown,U-DEC,3.0,5:00,3,0,
5034,UFC Fight Night: Overeem vs. Oleinik,2019-04-20,,Marcelo Golm,Sergei Pavlovich,Sergei Pavlovich,Unknown,KO/TKO Punches,1.0,1:06,3,0,
5035,UFC Fight Night: Machida vs. Anders,2018-02-03,,Marcelo Golm,Timothy Johnson,Timothy Johnson,Unknown,U-DEC,3.0,5:00,3,0,
5036,UFC Fight Night: Bonfim vs. Brown,2025-11-08,,Denise Gomes,Tecia Pennington,Denise Gomes,Unknown,U-DEC,3.0,5:00,3,0,
5037,UFC Fight Night: Burns vs. Morales,2025-05-17,,Denise Gomes,Elise Reed,Denise Gomes,Unknown,KO/TKO Punches,2.0,0:30,3,0,
5038,UFC Fight Night: Magny vs. Prates,2024-11-09,,Denise Gomes,Karolina Kowalkiewicz,Denise Gomes,Unknown,U-DEC,3.0,5:00,3,0,
5039,UFC Fight Night: Cannonier vs. Imavov,2024-06-08,,Denise Gomes,Eduarda Moura,Denise Gomes,Unknown,S-DEC,3.0,5:00,3,0,
5040,UFC Fight Night: Almeida vs. Lewis,2023-11-04,,Denise Gomes,Angela Hill,Angela Hill,Unknown,U-DEC,3.0,5:00,3,0,
5041,UFC 290: Volkanovski vs. Rodriguez,2023-07-08,,Denise Gomes,Yazmin Jauregui,Denise Gomes,Unknown,KO/TKO Punches,1.0,0:20,3,0,
5042,UFC Fight Night: Sandhagen vs. Song,2022-09-17,,Denise Gomes,Loma Lookboonmee,Loma Lookboonmee,Unknown,U-DEC,3.0,5:00,3,0,
5043,WEC 27: Marshall vs. McElfresh,2007-05-12,,Sergio Gomez,Marcus Hicks,Marcus Hicks,Unknown,SUB Guillotine Choke,2.0,3:20,3,0,
5044,WEC 41: Brown vs. Faber 2,2009-06-07,,Frank Gomez,Noah Thomas,Frank Gomez,Unknown,SUB Arm Triangle,2.0,3:12,3,0,
5045,WEC 38: Varner vs. Cerrone,2009-01-25,,Frank Gomez,Scott Jorgensen,Scott Jorgensen,Unknown,SUB Guillotine Choke,1.0,1:09,3,0,
5046,Strikeforce - Payback,2008-10-03,,Alan Gomez,Jordan Goodwin,Alan Gomez,Unknown,U-DEC,3.0,5:00,3,0,
5047,Strikeforce - Miami,2010-01-30,,David Gomez,Craig Oxley,David Gomez,Unknown,U-DEC,3.0,5:00,3,0,
5048,UFC on FUEL TV: Barao vs McDonald,2013-02-16,,Ulysses Gomez,Phil Harris,Phil Harris,Unknown,U-DEC,3.0,5:00,3,0,
5049,UFC on FOX: Shogun vs Vera,2012-08-04,,Ulysses Gomez,John Moraga,John Moraga,Unknown,KO/TKO Elbow,1.0,3:46,3,0,
5050,UFC Fight Night: Poirier vs. Johnson,2016-09-17,,Joey Gomez,Jose Quinonez,Jose Quinonez,Unknown,U-DEC,3.0,5:00,3,0,
5051,DWCS 1.3,2017-07-25,,Luis Gomez,Dan Ige,Dan Ige,Unknown,SUB Rear Naked Choke,3.0,3:23,3,0,
5052,DWCS 2.4,2018-07-10,,Joey Gomez,Kevin Aguilar,Kevin Aguilar,Unknown,S-DEC,3.0,5:00,3,0,
5053,UFC 281: Adesanya vs. Pereira,2022-11-12,,Silvana Gomez Juarez,Karolina Kowalkiewicz,Karolina Kowalkiewicz,Unknown,U-DEC,3.0,5:00,3,0,
5054,UFC 275: Teixeira vs. Prochazka,2022-06-11,,Silvana Gomez Juarez,Liang Na,Silvana Gomez Juarez,Unknown,KO/TKO Punches,1.0,1:22,3,0,
5055,UFC Fight Night: Saint Preux vs. Okami,2017-09-22,,Takanori Gomi,Dong Hyun Ma,Dong Hyun Ma,Unknown,KO/TKO Punch,1.0,1:30,3,0,
5056,UFC Fight Night: Holm vs. Correia,2017-06-17,,Takanori Gomi,Jon Tuck,Jon Tuck,Unknown,SUB Rear Naked Choke,1.0,1:12,3,0,
5057,UFC 200: Tate vs Nunes,2016-07-09,,Takanori Gomi,Jim Miller,Jim Miller,Unknown,KO/TKO Punches,1.0,2:18,3,0,
5058,UFC on FOX: Dillashaw vs. Barao II,2015-07-25,,Takanori Gomi,Joe Lauzon,Joe Lauzon,Unknown,KO/TKO Punches,1.0,2:37,3,0,
5059,UFC Fight Night: Hunt vs Nelson,2014-09-20,,Takanori Gomi,Myles Jury,Myles Jury,Unknown,KO/TKO Punch,1.0,1:32,3,0,
5060,UFC 172: Jones vs Teixeira,2014-04-26,,Takanori Gomi,Isaac Vallie-Flagg,Takanori Gomi,Unknown,U-DEC,3.0,5:00,3,0,
5061,UFC on FUEL TV: Silva vs. Stann,2013-03-02,,Takanori Gomi,Diego Sanchez,Diego Sanchez,Unknown,S-DEC,3.0,5:00,3,0,
5062,UFC 144: Edgar vs Henderson,2012-02-25,,Takanori Gomi,Eiji Mitsuoka,Takanori Gomi,Unknown,KO/TKO Punches,2.0,2:21,3,0,
5063,UFC 125: Resolution,2011-01-01,,Takanori Gomi,Clay Guida,Clay Guida,Unknown,SUB Guillotine Choke,2.0,4:27,3,0,
5064,UFC Live: Jones vs Matyushenko,2010-08-01,,Takanori Gomi,Tyson Griffin,Takanori Gomi,Unknown,KO/TKO Punch,1.0,1:04,3,0,
5065,PRIDE Shockwave 2006,2006-12-31,,Takanori Gomi,Mitsuhiro Ishida,Takanori Gomi,Unknown,KO/TKO Punches,1.0,1:14,3,0,
5066,PRIDE Bushido 9: The Tournament,2005-09-25,,Takanori Gomi,Tatsuya Kawajiri,Takanori Gomi,Unknown,SUB Rear Naked Choke,1.0,7:42,3,0,
5067,PRIDE Bushido 8,2005-07-17,,Takanori Gomi,Jean Silva,Takanori Gomi,Unknown,U-DEC,2.0,5:00,3,0,
5068,PRIDE Shockwave 2004,2004-12-31,,Takanori Gomi,Jens Pulver,Takanori Gomi,Unknown,KO/TKO Punches,1.0,6:21,3,0,
5069,PRIDE Bushido 4,2004-07-19,,Takanori Gomi,Fabio Mello,Takanori Gomi,Unknown,KO/TKO Punches,1.0,8:07,3,0,
5070,PRIDE Bushido 3,2004-05-23,,Takanori Gomi,Ralph Gracie,Takanori Gomi,Unknown,KO/TKO Knee,1.0,0:06,3,0,
5071,ROTR 4,2003-10-10,,Takanori Gomi,BJ Penn,BJ Penn,Unknown,SUB Rear Naked Choke,3.0,2:35,3,0,
5072,UFC Fight Night: Imavov vs. Borralho,2025-09-06,,William Gomis,Robert Ruchala,William Gomis,Unknown,U-DEC,3.0,5:00,3,0,
5073,UFC Fight Night: Kape vs. Almabayev,2025-03-01,,William Gomis,Hyder Amil,Hyder Amil,Unknown,S-DEC,3.0,5:00,3,0,
5074,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,,William Gomis,Francis Marshall,William Gomis,Unknown,S-DEC,3.0,5:00,3,0,
5075,Dynamite!! 2009,2009-12-31,,Akihiro Gono,Hayato Sakurai,Akihiro Gono,Unknown,SUB Armbar,2.0,3:56,3,0,
5076,UFC 89: Bisping vs Leben,2008-10-18,,Akihiro Gono,Dan Hardy,Dan Hardy,Unknown,S-DEC,3.0,5:00,3,0,
5077,UFC 78: Validation,2007-11-17,,Akihiro Gono,Tamdan McCrory,Akihiro Gono,Unknown,SUB Armbar,2.0,3:19,3,0,
5078,PRIDE Shockwave 2006,2006-12-31,,Akihiro Gono,Yuki Kondo,Akihiro Gono,Unknown,S-DEC,2.0,5:00,3,0,
5079,PRIDE Bushido 13,2006-11-05,,Akihiro Gono,Denis Kang,Denis Kang,Unknown,U-DEC,2.0,5:00,3,0,
5080,PRIDE Bushido 12,2006-08-27,,Akihiro Gono,Gegard Mousasi,Akihiro Gono,Unknown,SUB Armbar,2.0,4:24,3,0,
5081,PRIDE Bushido 11,2006-06-04,,Akihiro Gono,Hector Lombard,Akihiro Gono,Unknown,U-DEC,2.0,5:00,3,0,
5082,PRIDE Bushido 10,2006-04-02,,Akihiro Gono,Dae Won Kim,Akihiro Gono,Unknown,SUB Armbar,1.0,9:00,3,0,
5083,PRIDE Bushido 9: The Tournament,2005-09-25,,Akihiro Gono,Dan Henderson,Dan Henderson,Unknown,KO/TKO Punch,1.0,7:58,3,0,
5084,PRIDE Bushido 9: The Tournament,2005-09-25,,Akihiro Gono,Daniel Acacio,Akihiro Gono,Unknown,U-DEC,2.0,5:00,3,0,
5085,PRIDE Bushido 7,2005-05-22,,Akihiro Gono,Crosley Gracie,Akihiro Gono,Unknown,U-DEC,2.0,5:00,3,0,
5086,PRIDE Bushido 2,2004-02-15,,Akihiro Gono,Mauricio Rua,Mauricio Rua,Unknown,KO/TKO Punches,1.0,9:04,3,0,
5087,UFC Fight Night: Rothwell vs Dos Santos,2016-04-10,,Gabriel Gonzaga,Derrick Lewis,Derrick Lewis,Unknown,KO/TKO Punches,1.0,4:48,3,0,
5088,UFC on FOX: Dos Santos vs Miocic,2014-12-13,,Gabriel Gonzaga,Matt Mitrione,Matt Mitrione,Unknown,KO/TKO Punch,1.0,1:59,3,0,
5089,UFC on FOX: Henderson vs Thomson,2014-01-25,,Gabriel Gonzaga,Stipe Miocic,Stipe Miocic,Unknown,U-DEC,3.0,5:00,3,0,
5090,UFC 166: Velasquez vs Dos Santos 3,2013-10-19,,Gabriel Gonzaga,Shawn Jordan,Gabriel Gonzaga,Unknown,KO/TKO Punch,1.0,1:33,3,0,
5091,UFC 162: Silva vs Weidman,2013-07-06,,Gabriel Gonzaga,Dave Herman,Gabriel Gonzaga,Unknown,KO/TKO Punch,1.0,0:17,3,0,
5092,UFC on FX: Belfort vs Bisping,2013-01-19,,Gabriel Gonzaga,Ben Rothwell,Gabriel Gonzaga,Unknown,SUB Guillotine Choke,2.0,1:01,3,0,
5093,UFC 142: Aldo vs Mendes,2012-01-14,,Gabriel Gonzaga,Ednaldo Oliveira,Gabriel Gonzaga,Unknown,SUB Rear Naked Choke,1.0,3:22,3,0,
5094,UFC 121: Lesnar vs Velasquez,2010-10-23,,Gabriel Gonzaga,Brendan Schaub,Brendan Schaub,Unknown,U-DEC,3.0,5:00,3,0,
5095,UFC 102: Couture vs Nogueira,2009-08-29,,Gabriel Gonzaga,Chris Tuchscherer,Gabriel Gonzaga,Unknown,KO/TKO Punches,1.0,2:27,3,0,
5096,UFC 91: Couture vs Lesnar,2008-11-15,,Gabriel Gonzaga,Josh Hendricks,Gabriel Gonzaga,Unknown,KO/TKO Punch,1.0,1:01,3,0,
5097,UFC 86: Jackson vs Griffin,2008-07-05,,Gabriel Gonzaga,Justin McCully,Gabriel Gonzaga,Unknown,SUB Kimura,1.0,1:57,3,0,
5098,UFC 80: Rapid Fire,2008-01-19,,Gabriel Gonzaga,Fabricio Werdum,Fabricio Werdum,Unknown,KO/TKO Punches,2.0,4:34,3,0,
5099,UFC 66: Liddell vs Ortiz 2,2006-12-30,,Gabriel Gonzaga,Carmelo Marrero,Gabriel Gonzaga,Unknown,SUB Armbar,1.0,3:22,3,0,
5100,UFC 60: Hughes vs Gracie,2006-05-27,,Gabriel Gonzaga,Fabiano Scherner,Gabriel Gonzaga,Unknown,KO/TKO Punch,2.0,0:24,3,0,
5101,UFC 56: Full Force,2005-11-19,,Gabriel Gonzaga,Kevin Jordan,Gabriel Gonzaga,Unknown,KO/TKO Punch,3.0,4:39,3,0,
5102,Jungle Fight 1,2003-09-13,,Gabriel Gonzaga,Fabricio Werdum,Fabricio Werdum,Unknown,KO/TKO Punches,3.0,2:11,3,0,
5103,DWCS 3.2,2019-06-25,,Justin Gonzales,Zach Zane,Justin Gonzales,Unknown,U-DEC,3.0,5:00,3,0,
5104,Strikeforce - Melendez vs. Masvidal,2011-12-17,,Fernando Gonzalez,Eddie Mendez,Eddie Mendez,Unknown,S-DEC,3.0,5:00,3,0,
5105,WEC 29: Condit vs. Larson,2007-08-05,,Fernando Gonzalez,Hiromitsu Miura,Hiromitsu Miura,Unknown,KO/TKO Punches,2.0,3:35,3,0,
5106,WEC 25: McCullough vs. Cope,2007-01-20,,Fernando Gonzalez,Brendan Seguin,Brendan Seguin,Unknown,U-DEC,3.0,5:00,3,0,
5107,WEC 23: Hot August Fights,2006-08-17,,Fernando Gonzalez,Alex Stiebling,Fernando Gonzalez,Unknown,KO/TKO,1.0,2:35,3,0,
5108,Strikeforce - Shamrock vs. Baroni,2007-06-22,,Nick Gonzalez,Josh Thomson,Josh Thomson,Unknown,SUB Rear Naked Choke,1.0,1:42,3,0,
5109,UFC Fight Night: Machida vs Romero,2015-06-27,,Lewis Gonzalez,Leandro Silva,Leandro Silva,Unknown,U-DEC,3.0,5:00,3,0,
5110,UFC Fight Night: Jacare vs. Hermansson,2019-04-27,,Jason Gonzalez,Jim Miller,Jim Miller,Unknown,SUB Rear Naked Choke,1.0,2:12,3,0,
5111,DWCS 4.1,2020-08-04,,Mikey Gonzalez,Uros Medic,Uros Medic,Unknown,KO/TKO Punches,1.0,2:12,3,0,
5112,UFC Fight Night: Muniz vs. Allen,2023-02-25,,Erick Gonzalez,Trevor Peek,Trevor Peek,Unknown,KO/TKO Punch,1.0,4:59,3,0,
5113,UFC Fight Night: Santos vs. Hill,2022-08-06,,Erick Gonzalez,Terrance McKinney,Terrance McKinney,Unknown,SUB Rear Naked Choke,1.0,2:17,3,0,
5114,UFC Fight Night: Ladd vs. Dumont,2021-10-16,,Erick Gonzalez,Jim Miller,Jim Miller,Unknown,KO/TKO Punch,2.0,0:14,3,0,
5115,Strikeforce - Houston,2010-08-21,,Kier Gooch,Adam Schindler,Adam Schindler,Unknown,SUB Rear Naked Choke,1.0,1:58,3,0,
5116,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,,Lyman Good,Belal Muhammad,Belal Muhammad,Unknown,U-DEC,3.0,5:00,3,0,
5117,UFC 244: Masvidal vs. Diaz,2019-11-02,,Lyman Good,Chance Rencountre,Lyman Good,Unknown,KO/TKO Punch,3.0,2:03,3,0,
5118,UFC Fight Night: Assuncao vs. Moraes 2,2019-02-02,,Lyman Good,Demian Maia,Demian Maia,Unknown,SUB Rear Naked Choke,1.0,2:38,3,0,
5119,UFC 230: Cormier vs. Lewis,2018-11-03,,Lyman Good,Ben Saunders,Lyman Good,Unknown,KO/TKO Punches,1.0,1:32,3,0,
5120,UFC Fight Night: Weidman vs. Gastelum,2017-07-22,,Lyman Good,Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,Unknown,S-DEC,3.0,5:00,3,0,
5121,UFC Fight Night: Royval vs. Taira,2024-10-12,,Jared Gooden,Chidi Njokuani,Chidi Njokuani,Unknown,U-DEC,3.0,5:00,3,0,
5122,UFC Fight Night: Dariush vs. Tsarukyan,2023-12-02,,Jared Gooden,Wellington Turman,Jared Gooden,Unknown,SUB Rear Naked Choke,2.0,1:11,3,0,
5123,UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,,Jared Gooden,Carlston Harris,Carlston Harris,Unknown,U-DEC,3.0,5:00,3,0,
5124,UFC Fight Night: Hall vs. Strickland,2021-07-31,,Jared Gooden,Niklas Stolze,Jared Gooden,Unknown,KO/TKO Punch,1.0,1:08,3,0,
5125,UFC 260: Miocic vs. Ngannou,2021-03-27,,Jared Gooden,Abubakar Nurmagomedov,Abubakar Nurmagomedov,Unknown,U-DEC,3.0,5:00,3,0,
5126,UFC 255: Figueiredo vs. Perez,2020-11-21,,Jared Gooden,Alan Jouban,Alan Jouban,Unknown,U-DEC,3.0,5:00,3,0,
5127,Dynamite!! 2009,2009-12-31,,Gary Goodridge,Gegard Mousasi,Gegard Mousasi,Unknown,KO/TKO Punches,1.0,1:34,3,0,
5128,Ultimate Glory 10: The Battle of Arnhem,2008-11-09,,Gary Goodridge,Alistair Overeem,Alistair Overeem,Unknown,SUB Kimura,1.0,1:47,3,0,
5129,PRIDE Shockwave 2002,2002-08-28,,Gary Goodridge,Lloyd Van Dams,Gary Goodridge,Unknown,KO/TKO Punches,1.0,3:39,3,0,
5130,PRIDE 21: Demolition,2002-06-23,,Gary Goodridge,Achmed Labasanov,Gary Goodridge,Unknown,S-DEC,3.0,5:00,3,0,
5131,PRIDE 16: Beasts from the East,2001-09-24,,Gary Goodridge,Yoshiaki Yatsu,Gary Goodridge,Unknown,KO/TKO,1.0,3:03,3,0,
5132,PRIDE 15: Raging Rumble,2001-07-29,,Gary Goodridge,Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,Unknown,SUB Triangle Choke,1.0,2:37,3,0,
5133,PRIDE 14: Clash of the Titans,2001-05-27,,Gary Goodridge,Valentijn Overeem,Gary Goodridge,Unknown,KO/TKO Knee,1.0,2:39,3,0,
5134,PRIDE 11: Battle of the Rising Sun,2000-10-31,,Gary Goodridge,Yoshiaki Yatsu,Gary Goodridge,Unknown,KO/TKO Punches,1.0,8:58,3,0,
5135,PRIDE 10: Return of the Warriors,2000-08-27,,Gary Goodridge,Gilbert Yvel,Gilbert Yvel,Unknown,KO/TKO Kick,1.0,0:28,3,0,
5136,PRIDE 9: New Blood,2000-06-04,,Gary Goodridge,Ricco Rodriguez,Ricco Rodriguez,Unknown,U-DEC,2.0,10:00,3,0,
5137,PRIDE Grand Prix 2000 Finals,2000-05-01,,Gary Goodridge,Igor Vovchanchyn,Igor Vovchanchyn,Unknown,KO/TKO Punch,1.0,10:14,3,0,
5138,PRIDE Grand Prix 2000 Opening Round,2000-01-30,,Gary Goodridge,Osamu Tachihikari,Gary Goodridge,Unknown,SUB Forearm Choke,1.0,0:51,3,0,
5139,PRIDE 6,1999-07-04,,Gary Goodridge,Naoya Ogawa,Naoya Ogawa,Unknown,SUB Keylock,2.0,0:36,3,0,
5140,UFC 19: Ultimate Young Guns,1999-03-05,,Gary Goodridge,Andre Roberts,Gary Goodridge,Unknown,KO/TKO Punches,1.0,0:43,3,0,
5141,PRIDE 4,1998-10-11,,Gary Goodridge,Igor Vovchanchyn,Igor Vovchanchyn,Unknown,KO/TKO Punches,1.0,5:58,3,0,
5142,PRIDE 3,1998-06-24,,Gary Goodridge,Amir Rahnavardi,Gary Goodridge,Unknown,KO/TKO Punches,1.0,7:22,3,0,
5143,PRIDE 2,1998-03-05,,Gary Goodridge,Marco Ruas,Marco Ruas,Unknown,SUB Ankle Lock,1.0,9:09,3,0,
5144,PRIDE 1,1997-10-11,,Gary Goodridge,Oleg Taktarov,Gary Goodridge,Unknown,KO/TKO Punch,1.0,4:57,3,0,
5145,UFC 9: Motor City Madness,1996-05-17,,Gary Goodridge,Mark Schultz,Mark Schultz,Unknown,KO/TKO,1.0,12:00,3,0,
5146,UFC 8: David vs Goliath,1996-02-16,,Gary Goodridge,Paul Herrera,Gary Goodridge,Unknown,KO/TKO Elbows,1.0,0:13,3,0,
5147,UFC 1: The Beginning,1993-11-12,,Gerard Gordeau,Kevin Rosier,Gerard Gordeau,Unknown,KO/TKO,1.0,0:59,3,0,
5148,UFC 1: The Beginning,1993-11-12,,Gerard Gordeau,Teila Tuli,Gerard Gordeau,Unknown,KO/TKO Kick,1.0,0:26,3,0,
5149,UFC 181: Hendricks vs Lawler II,2014-12-06,,Eddie Gordon,Josh Samman,Josh Samman,Unknown,KO/TKO Kick,2.0,3:08,3,0,
5150,UFC Fight Night: Burns vs. Morales,2025-05-17,,Jared Gordon,Thiago Moises,Jared Gordon,Unknown,KO/TKO Punch,1.0,3:37,3,0,
5151,UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,,Jared Gordon,Nasrat Haqparast,Nasrat Haqparast,Unknown,S-DEC,3.0,5:00,3,0,
5152,UFC 295: Prochazka vs. Pereira,2023-11-11,,Jared Gordon,Mark Madsen,Jared Gordon,Unknown,KO/TKO Punch,1.0,4:42,3,0,
5153,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22,,Jared Gordon,King Green,,Unknown,CNC,1.0,4:35,3,0,
5154,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,,Jared Gordon,Paddy Pimblett,Paddy Pimblett,Unknown,U-DEC,3.0,5:00,3,0,
5155,UFC 278: Usman vs. Edwards,2022-08-20,,Jared Gordon,Leonardo Santos,Jared Gordon,Unknown,U-DEC,3.0,5:00,3,0,
5156,UFC Fight Night: Santos vs. Walker,2021-10-02,,Jared Gordon,Joe Solecki,Jared Gordon,Unknown,S-DEC,3.0,5:00,3,0,
5157,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,,Jared Gordon,Charles Oliveira,Charles Oliveira,Unknown,KO/TKO Punch,1.0,1:26,3,0,
5158,UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,,Jared Gordon,Dan Moret,Jared Gordon,Unknown,U-DEC,3.0,5:00,3,0,
5159,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,,Jared Gordon,Joaquim Silva,Joaquim Silva,Unknown,KO/TKO Punches,3.0,2:39,3,0,
5160,UFC Fight Night: Chiesa vs. Lee,2017-06-25,,Jared Gordon,Michel Quinones,Jared Gordon,Unknown,KO/TKO Punches,2.0,4:24,3,0,
5161,DWCS 2.8,2018-08-07,,Tebaris Gordon,Greg Hardy,Greg Hardy,Unknown,KO/TKO Punch,1.0,0:17,3,0,
5162,UFC 286: Edwards vs. Usman 3,2023-03-18,,Malcolm Gordon,Jake Hadley,Jake Hadley,Unknown,KO/TKO Punch,1.0,1:01,3,0,
5163,UFC 280: Oliveira vs. Makhachev,2022-10-22,,Malcolm Gordon,Muhammad Mokaev,Muhammad Mokaev,Unknown,SUB Armbar,3.0,4:26,3,0,
5164,UFC Fight Night: Smith vs. Clark,2020-11-28,,Malcolm Gordon,Sumudaerji,Sumudaerji,Unknown,KO/TKO Punches,1.0,0:44,3,0,
5165,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,,Malcolm Gordon,Amir Albazi,Amir Albazi,Unknown,SUB Triangle Choke,1.0,4:42,3,0,
5166,UFC Fight Night: Taira vs. Park,2025-08-02,,Tresean Gore,Rodolfo Vieira,Rodolfo Vieira,Unknown,U-DEC,3.0,5:00,3,0,
5167,UFC 314: Volkanovski vs. Lopes,2025-04-12,,Tresean Gore,Marco Tulio,Marco Tulio,Unknown,KO/TKO Punch,2.0,3:16,3,0,
5168,UFC Fight Night: Magny vs. Prates,2024-11-09,,Tresean Gore,Antonio Trocoli,Tresean Gore,Unknown,SUB Guillotine Choke,1.0,1:23,3,0,
5169,UFC Fight Night: Dos Santos vs. Tuivasa,2018-12-01,,Alex Gorgees,Damir Ismagulov,Damir Ismagulov,Unknown,U-DEC,3.0,5:00,3,0,
5170,UFC Fight Night: Garcia vs. Onama,2025-11-01,,Themba Gorimbo,Jeremiah Wells,Jeremiah Wells,Unknown,U-DEC,3.0,5:00,3,0,
5171,UFC 310: Pantoja vs. Asakura,2024-12-07,,Themba Gorimbo,Vicente Luque,Vicente Luque,Unknown,SUB Anaconda Choke,1.0,0:52,3,0,
5172,UFC Fight Night: Royval vs. Taira,2024-10-12,,Themba Gorimbo,Niko Price,Themba Gorimbo,Unknown,U-DEC,3.0,5:00,3,0,
5173,UFC Fight Night: Dolidze vs. Imavov,2024-02-03,,Themba Gorimbo,Pete Rodriguez,Themba Gorimbo,Unknown,KO/TKO Punch,1.0,0:32,3,0,
5174,UFC Fight Night: Dern vs. Hill,2023-05-20,,Themba Gorimbo,Takashi Sato,Themba Gorimbo,Unknown,U-DEC,3.0,5:00,3,0,
5175,UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,,Tim Gorman,Thomas Almeida,Thomas Almeida,Unknown,U-DEC,3.0,5:00,3,0,
5176,UFC Live: Vera vs Jones,2010-03-21,,Chase Gormley,Brendan Schaub,Brendan Schaub,Unknown,KO/TKO Punches,1.0,0:47,3,0,
5177,UFC 104: Machida vs Shogun,2009-10-24,,Chase Gormley,Stefan Struve,Stefan Struve,Unknown,SUB Triangle Choke,1.0,4:04,3,0,
5178,UFC Fight Night - Fight for the Troops,2008-12-10,,Jonathan Goulet,Mike Swick,Mike Swick,Unknown,KO/TKO Punch,1.0,0:33,3,0,
5179,UFC 83: Serra vs St-Pierre 2,2008-04-19,,Jonathan Goulet,Kuniyoshi Hironaka,Jonathan Goulet,Unknown,KO/TKO Punch,2.0,2:07,3,0,
5180,UFC Fight Night: Thomas vs Florian,2007-09-19,,Jonathan Goulet,Dustin Hazelett,Dustin Hazelett,Unknown,SUB Armbar,1.0,1:14,3,0,
5181,UFC Fight Night 6,2006-08-17,,Jonathan Goulet,Josh Koscheck,Josh Koscheck,Unknown,KO/TKO Punches,1.0,4:10,3,0,
5182,UFC Fight Night 3,2006-01-16,,Jonathan Goulet,Duane Ludwig,Duane Ludwig,Unknown,KO/TKO Punch,1.0,0:06,3,0,
5183,UFC Fight Night 2,2005-10-03,,Jonathan Goulet,Jay Hieron,Jonathan Goulet,Unknown,KO/TKO,3.0,1:05,3,0,
5184,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,,Thibault Gouti,Nasrat Haqparast,Nasrat Haqparast,Unknown,U-DEC,3.0,5:00,3,0,
5185,UFC Fight Night: Cerrone vs. Medeiros,2018-02-18,,Thibault Gouti,Sage Northcutt,Sage Northcutt,Unknown,U-DEC,3.0,5:00,3,0,
5186,UFC Fight Night: Volkov vs. Struve,2017-09-02,,Thibault Gouti,Andrew Holbrook,Thibault Gouti,Unknown,KO/TKO Punches,1.0,4:28,3,0,
5187,UFC on FOX: Maia vs. Condit,2016-08-27,,Thibault Gouti,Chad Laprise,Chad Laprise,Unknown,KO/TKO Punch,1.0,1:36,3,0,
5188,UFC Fight Night: Silva vs Bisping,2016-02-27,,Thibault Gouti,Teemu Packalen,Teemu Packalen,Unknown,SUB Rear Naked Choke,1.0,0:24,3,0,
5189,UFC 95: Sanchez vs Stevenson,2009-02-21,,Wilson Gouveia,Nate Marquardt,Nate Marquardt,Unknown,KO/TKO Flying Knee,3.0,3:10,3,0,
5190,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,,Wilson Gouveia,Jason MacDonald,Wilson Gouveia,Unknown,KO/TKO Elbow,1.0,2:18,3,0,
