name,stance,height_in,weight_lb,reach_in,date_of_birth,record,source_url,nickname,weight_class
Cody Donovan,Orthodox,75.0,205.0,74.0,,,,Donnybrook,Light Heavyweight
Nick Penner,Southpaw,76.0,205.0,,,,,The Quiet Assassin,Light Heavyweight
Kamal Shalorus,Orthodox,68.0,155.0,68.0,,,,Prince of Persia,Lightweight
Rob Emerson,Orthodox,69.0,155.0,70.0,,,,The Saint,Lightweight
Blagoy Ivanov,Southpaw,71.0,250.0,73.0,,,,Baga,Heavyweight
Acacio Dos Santos,Orthodox,76.0,205.0,79.0,,,,Pequeno,
Felipe dos Santos,Orthodox,67.0,125.0,70.0,,,,Lipe Detona,Flyweight
Lone'er Kavanagh,Orthodox,66.0,125.0,67.0,,,,No Nickname,Flyweight
Manel Kape,Southpaw,65.0,125.0,68.0,,,,StarBoy,Flyweight
Nick Gonzalez,Orthodox,66.0,155.0,,,,,The Ghost,
Damion Douglas,Orthodox,,170.0,,,,,No Nickname,
Lerryan Douglas,Orthodox,69.0,145.0,72.0,,,,Gunslinger,
Cam Teague,Orthodox,61.0,145.0,69.0,,,,Chaos,
John Dowdy,Orthodox,,,,,,,No Nickname,
Danny Downes,Orthodox,72.0,155.0,72.0,,,,No Nickname,Lightweight
Zhang Tiequan,Orthodox,68.0,155.0,69.0,,,,The Wolf,Featherweight
Edson Drago,Orthodox,76.0,220.0,,,,,No Nickname,
Yoshihiro Nakao,Southpaw,72.0,220.0,,,,,Kiss,
Jimmy Drago,Orthodox,61.0,170.0,71.0,,,,No Nickname,
Ty Miller,Orthodox,74.0,170.0,77.0,,,,Thriller,
Anthony Drilich,Southpaw,65.0,125.0,65.0,,,,No Nickname,
Sean Gauci,Switch,65.0,125.0,64.0,,,,No Nickname,
Kyle Driscoll,Orthodox,71.0,145.0,74.0,,,,KD,
Dinis Paiva Jr.,Southpaw,69.0,145.0,71.0,,,,Sweetbread,
Chris Drumm,Orthodox,68.0,145.0,,,,,No Nickname,
Hugo Duarte,Orthodox,72.0,240.0,,,,,No Nickname,Heavyweight
Antonio Duarte,Orthodox,67.0,135.0,,,,,Tigre,
Albert Rios,Orthodox,68.0,145.0,,,,,No Nickname,
Jorge Gurgel,Orthodox,67.0,155.0,69.0,,,,No Nickname,Lightweight
Matthieu Duclos,Orthodox,75.0,185.0,77.0,,,,No Nickname,
Jessica Penne,Orthodox,65.0,115.0,67.0,,,,No Nickname,Women's Strawweight
Viktoriia Dudakova,Orthodox,65.0,115.0,67.0,,,,No Nickname,Women's Strawweight
Fatima Kline,Orthodox,66.0,115.0,67.0,,,,The Archangel,Women's Strawweight
Maria Silva,Orthodox,63.0,115.0,64.0,,,,Viuva Negra,
Milana Dudieva,Orthodox,63.0,135.0,,,,,No Nickname,Women's Bantamweight
Elizabeth Phillips,Orthodox,66.0,135.0,65.0,,,,No Nickname,Women's Bantamweight
Anthony Hamilton,Orthodox,77.0,260.0,76.0,,,,Freight Train,Heavyweight
Mike Russow,Orthodox,73.0,255.0,73.0,,,,No Nickname,Heavyweight
Jack Duffy,Switch,67.0,125.0,69.0,,,,The Fury,
Nick Piccininni,Orthodox,66.0,125.0,66.0,,,,No Nickname,
Alexis Dufresne,Orthodox,69.0,135.0,,,,,Sneaky Zebra,Women's Bantamweight
Leslie Smith,Orthodox,69.0,135.0,66.0,,,,The Peacemaker,Women's Bantamweight
Peggy Morgan,Orthodox,73.0,135.0,,,,,The Daywalker,Women's Bantamweight
Adam Fugitt,Southpaw,73.0,170.0,77.0,,,,No Nickname,Welterweight
Brendon Marotte,Orthodox,69.0,145.0,70.0,,,,The Kid,Featherweight
Kelly Dullanty,Orthodox,68.0,155.0,,,,,Psycho,Lightweight
Donte Johnson,Southpaw,68.0,185.0,74.0,,,,Lock Jaw,Middleweight
Denis Tiuliulin,Orthodox,73.0,185.0,77.0,,,,No Nickname,Middleweight
Josh Fremd,Orthodox,76.0,185.0,76.0,,,,No Nickname,Middleweight
Matej Penaz,Southpaw,75.0,185.0,83.0,,,,Money,
Danyelle Wolf,Orthodox,71.0,145.0,70.0,,,,No Nickname,Women's Featherweight
Felicia Spencer,Orthodox,66.0,145.0,68.0,,,,FeeNom,Women's Featherweight
Ashlee Evans-Smith,Orthodox,68.0,135.0,67.0,,,,Rebel Girl,Women's Flyweight
Megan Anderson,Orthodox,72.0,145.0,72.0,,,,No Nickname,Women's Featherweight
Mateusz Rebecki,Southpaw,67.0,155.0,66.0,,,,No Nickname,Catch Weight
Jordan Vucenic,Orthodox,61.0,155.0,73.0,,,,The Epidemic,Lightweight
Christian Leroy Duncan,Switch,74.0,185.0,79.0,,,,CLD,Middleweight
Andrey Pulyaev,Southpaw,76.0,185.0,78.0,,,,No Nickname,Middleweight
Claudio Ribeiro,Orthodox,73.0,185.0,77.0,,,,No Nickname,Middleweight
Per Eklund,Orthodox,61.0,155.0,72.0,,,,No Nickname,Lightweight
Tom Duquesnoy,Orthodox,67.0,135.0,68.0,,,,Fire Kid,Bantamweight
Terrion Ware,Orthodox,68.0,135.0,71.0,,,,Flash,Bantamweight
Reuben Duran,Orthodox,67.0,135.0,71.0,,,,No Nickname,Bantamweight
Allan Nascimento,Orthodox,68.0,125.0,69.0,,,,Puro Osso,Catch Weight
Jose Ochoa,Southpaw,67.0,125.0,67.0,,,,Kalzifer,Flyweight
Charles Johnson,Switch,69.0,125.0,70.0,,,,InnerG,Flyweight
Carlos Mota,Orthodox,64.0,125.0,69.0,,,,Tizil,Flyweight
Muhammad Mokaev,Orthodox,67.0,125.0,70.0,,,,The Punisher,Flyweight
Kiichi Kunimoto,Orthodox,61.0,170.0,71.0,,,,Strasser,Welterweight
Rilley Dutro,Orthodox,68.0,125.0,,,,,No Nickname,
Bill Duvall,Southpaw,74.0,185.0,,,,,No Nickname,
Luke Stewart,Orthodox,71.0,170.0,,,,,No Nickname,
David Dvorak,Orthodox,65.0,125.0,68.0,,,,Undertaker,Flyweight
Matheus Nicolau,Orthodox,66.0,125.0,66.0,,,,No Nickname,Flyweight
William Macario,Orthodox,71.0,170.0,75.0,,,,Patolino,Welterweight
Albert Tumenov,Orthodox,71.0,170.0,73.0,,,,Einstein,Welterweight
Wulijiburen,Orthodox,69.0,135.0,69.0,,,,Beast Master,Bantamweight
Teruto Ishihara,Southpaw,67.0,135.0,69.0,,,,Yashabo,Featherweight
Shanelle Dyer,Orthodox,66.0,115.0,65.0,,,,The Nightmare,
Carol Foro,Orthodox,62.0,115.0,61.0,,,,Anabelle,
Ben Earwood,Orthodox,68.0,170.0,,,,,No Nickname,Welterweight
Jorge Oliveira,Orthodox,73.0,205.0,,,,,No Nickname,
Travis Lutter,Orthodox,71.0,185.0,75.0,,,,The Serial Killer,Middleweight
Alex Stiebling,Southpaw,74.0,205.0,,,,,The Brazilian Killa,Middleweight
Tom Sauer,Orthodox,73.0,263.0,,,,,No Nickname,
Ivan Menjivar,Orthodox,66.0,145.0,64.0,,,,The Pride of El Salvador,Bantamweight
Jared Papazian,Southpaw,68.0,135.0,67.0,,,,The Jackhammer,Flyweight
Maurice Eazel,Orthodox,67.0,135.0,,,,,No Nickname,
Ross Ebanez,Southpaw,69.0,154.0,,,,,The Boss,
Brian Ebersole,Southpaw,72.0,170.0,73.0,,,,Bad Boy,Welterweight
James Head,Orthodox,73.0,170.0,73.0,,,,No Nickname,Welterweight
Claude Patrick,Orthodox,71.0,170.0,75.0,,,,The Prince,Welterweight
Matt Horwich,Orthodox,73.0,185.0,,,,,Suave,Middleweight
Roybert Echeverria,Switch,65.0,125.0,67.0,,,,The Unbroken,
Mark Eddiva,Orthodox,68.0,145.0,68.0,,,,No Nickname,Featherweight
Chad Mendes,Orthodox,66.0,145.0,66.0,,,,Money,Featherweight
Matt Veach,Orthodox,71.0,155.0,,,,,No Nickname,Lightweight
Spencer Fisher,Southpaw,67.0,155.0,68.0,,,,The King,Lightweight
Abdul-Kerim Edilov,Orthodox,74.0,205.0,,,,,No Nickname,Light Heavyweight
Alejandro Perez,Orthodox,66.0,135.0,67.0,,,,Turbo,Bantamweight
Piotr Hallmann,Orthodox,69.0,155.0,71.0,,,,Pletwal,Lightweight
Cody McKenzie,Switch,72.0,155.0,72.0,,,,No Nickname,Featherweight
John Gunderson,Orthodox,69.0,155.0,69.0,,,,Quick Guns,Lightweight
Seichi Ikemoto,Orthodox,71.0,168.0,,,,,No Nickname,
Deshaun Johnson,Orthodox,,167.0,,,,,No Nickname,
Nick Agallar,Orthodox,68.0,155.0,,,,,No Nickname,Lightweight
Eddie Ruiz,Orthodox,67.0,155.0,,,,,No Nickname,Lightweight
Joao Pierini,Switch,73.0,155.0,,,,,No Nickname,Lightweight
Justin Edwards,Orthodox,61.0,155.0,70.0,,,,Fast Eddy,Welterweight
Jorge Lopez,Orthodox,61.0,170.0,,,,,No Nickname,Welterweight
Carlos Prates,Switch,73.0,170.0,78.0,,,,The Nightmare,Welterweight
Dominic Waters,Orthodox,73.0,170.0,79.0,,,,Sho Nuff,Welterweight
Pawel Pawlak,Orthodox,72.0,170.0,73.0,,,,No Nickname,Welterweight
Don Madge,Southpaw,72.0,155.0,72.0,,,,Magic Man,Lightweight
Austin Tweedy,Orthodox,69.0,155.0,,,,,No Nickname,
Tamires Vidal,Orthodox,66.0,135.0,68.0,,,,Tractor,Women's Bantamweight
Ailin Perez,Switch,65.0,135.0,66.0,,,,Fiona,Women's Bantamweight
Ramona Pascual,Southpaw,67.0,135.0,66.0,,,,No Nickname,Women's Bantamweight
Tom Egan,Orthodox,71.0,170.0,,,,,No Nickname,Welterweight
John Hathaway,Orthodox,73.0,170.0,75.0,,,,The Hitman,Welterweight
Irina Alekseeva,Orthodox,68.0,135.0,67.0,,,,Russian Ronda,Women's Bantamweight
Jon Olav Einemo,Orthodox,78.0,253.0,,,,,The Viking,Heavyweight
Dave Herman,Orthodox,76.0,242.0,77.0,,,,No Nickname,Heavyweight
Samy Schiavo,Orthodox,68.0,155.0,,,,,No Nickname,Lightweight
Evan Elder,Switch,61.0,155.0,72.0,,,,The Phenom,Lightweight
Gauge Young,Orthodox,69.0,155.0,70.0,,,,Gee Money,Lightweight
Darrius Flowers,Orthodox,69.0,155.0,71.0,,,,Beast Mode,Welterweight
Genaro Valdez,Orthodox,69.0,155.0,72.0,,,,Rayadito,Lightweight
Preston Parsons,Orthodox,71.0,170.0,71.0,,,,Pressure,Welterweight
Joao Elias,Southpaw,63.0,125.0,64.0,,,,Alicate,
Ryan Hall,Southpaw,61.0,145.0,70.0,,,,The Wizard,Featherweight
Alexander Volkanovski,Orthodox,66.0,145.0,71.0,,,,The Great,Featherweight
Robert Whiteford,Southpaw,69.0,145.0,69.0,,,,The Hammer,Featherweight
Michihiro Omigawa,Orthodox,66.0,145.0,68.0,,,,No Nickname,Featherweight
Jay Hieron,Orthodox,72.0,170.0,75.0,,,,The Thoroughbred,Welterweight
Carlos Eduardo Rocha,Orthodox,61.0,170.0,73.0,,,,Ta Danado,Welterweight
James Moontasri,Switch,61.0,170.0,71.0,,,,Moon Walker,Welterweight
Val Woodburn,Orthodox,68.0,170.0,74.0,,,,The Animal,Welterweight
Lisa Ellis,Orthodox,64.0,115.0,,,,,No Nickname,Women's Strawweight
Elisha Ellison,Orthodox,72.0,238.0,78.0,,,,The Snack Panther,Heavyweight
Brando Pericic,Orthodox,77.0,245.0,79.0,,,,The Balkan Bear,Heavyweight
David Zawada,Orthodox,72.0,170.0,75.0,,,,Sagat,Welterweight
Niklas Stolze,Switch,73.0,155.0,74.0,,,,Green Mask,Lightweight
Stefan Sekulic,Southpaw,72.0,170.0,75.0,,,,No Nickname,Welterweight
James Thompson,Orthodox,77.0,265.0,,,,,The Colossus,
Matt Foki,Orthodox,67.0,220.0,,,,,Twin Tiger,
Assuerio Silva,Orthodox,61.0,241.0,,,,,No Nickname,Heavyweight
Satoshi Ishii,Orthodox,71.0,240.0,,,,,No Nickname,
Wagner da Conceicao Martins,Orthodox,79.0,390.0,,,,,Zuluzinho,
Tsuyoshi Kohsaka,Orthodox,71.0,225.0,,,,,TK,Heavyweight
Naoya Ogawa,Orthodox,76.0,255.0,,,,,No Nickname,
Kevin Randleman,Orthodox,61.0,205.0,,,,,The Monster,Light Heavyweight
Yuji Nagata,Orthodox,72.0,225.0,,,,,No Nickname,
Ilia Topuria,Orthodox,67.0,155.0,69.0,,,,El Matador,Lightweight
Desmond Green,Southpaw,61.0,155.0,73.0,,,,The Predator,Lightweight
Kolton Englund,Orthodox,61.0,155.0,69.0,,,,White Assassin,
Oliver Enkamp,Switch,72.0,170.0,77.0,,,,No Nickname,Welterweight
Kenny Ento,Orthodox,74.0,192.0,,,,,Tha' Dragon,
Mario Rivera,Orthodox,61.0,170.0,,,,,No Nickname,
Andy Enz,Orthodox,75.0,185.0,78.0,,,,Tank Mode,Middleweight
Marcelo Guimaraes,Orthodox,72.0,185.0,73.0,,,,Magrao,Middleweight
Clint Hester,Orthodox,74.0,205.0,77.0,,,,Headbussa,Middleweight
Yuji Ephoevi-Ga,Switch,72.0,155.0,75.0,,,,The Chef,
Dom Mar Fan,Orthodox,71.0,155.0,75.0,,,,Street Buddha,
Josh Epps,Orthodox,,130.0,,,,,No Nickname,
JW Wright,Orthodox,,130.0,,,,,No Nickname,
Abdellah Er-Ramy,Orthodox,72.0,185.0,74.0,,,,The Golden Boy,
Torrez Finney,Orthodox,68.0,185.0,75.0,,,,The Punisher,Middleweight
Ode Osbourne,Southpaw,67.0,125.0,73.0,,,,The Jamaican Sensation,Flyweight
Matt Skelton,Orthodox,75.0,265.0,,,,,No Nickname,
Konstantin Erokhin,Orthodox,71.0,230.0,,,,,No Nickname,Heavyweight
Viktor Pesta,Orthodox,75.0,240.0,77.0,,,,No Nickname,Heavyweight
Fernando Padilla,Orthodox,73.0,145.0,76.0,,,,El Valiente,Featherweight
Devonte Smith,Orthodox,69.0,155.0,76.0,,,,King Kage,Catch Weight
Marcin Wrzosek,Orthodox,69.0,155.0,,,,,The Polish Zombie,Lightweight
Bobby Escalante,Orthodox,,130.0,,,,,No Nickname,
Raul Sandoval,Orthodox,,130.0,,,,,No Nickname,
Eric Esch,Orthodox,71.0,350.0,,,,,Butterbean,
Sean O'Haire,Orthodox,77.0,270.0,,,,,No Nickname,
Pro Escobedo,Orthodox,,205.0,,,,,No Nickname,
Jason Sharp,Orthodox,,205.0,,,,,No Nickname,
Dan Lauzon,Orthodox,61.0,155.0,,,,,The Upgrade,Lightweight
Juliana Lima,Orthodox,65.0,115.0,65.0,,,,Ju Thai,Women's Strawweight
Juan Espino,Orthodox,75.0,255.0,80.0,,,,El Guapo,Heavyweight
Alexandr Romanov,Southpaw,74.0,262.0,75.0,,,,King Kong,Heavyweight
Nick Urso,Southpaw,66.0,125.0,66.0,,,,No Nickname,
Jesus Aguilar,Orthodox,64.0,125.0,62.0,,,,No Nickname,Flyweight
Achilles Estremadura,Orthodox,61.0,155.0,68.0,,,,No Nickname,
Shaun Etchell,Switch,67.0,125.0,68.0,,,,The Buzzsaw,
Takeru Uchida,Southpaw,65.0,125.0,68.0,,,,No Nickname,
Renee Forte,Orthodox,67.0,155.0,71.0,,,,No Nickname,Lightweight
Edward Faaloloto,Orthodox,,155.0,70.0,,,,No Nickname,
Shannon Gugerty,Orthodox,61.0,155.0,71.0,,,,No Nickname,Lightweight
Fred Ettish,Southpaw,72.0,180.0,,,,,No Nickname,Open Weight
Johnny Rhodes,Orthodox,72.0,210.0,,,,,No Nickname,Open Weight
Elise Reed,Orthodox,63.0,115.0,63.0,,,,No Nickname,Women's Strawweight
Waachiim Spiritwolf,Orthodox,68.0,170.0,,,,,Native Warrior,
Marlon Sims,Orthodox,,170.0,,,,,No Nickname,
Isaiah Hill,Orthodox,61.0,155.0,,,,,No Nickname,
Hector Ramirez,Orthodox,72.0,205.0,,,,,Sick Dog,Light Heavyweight
Jaime Jara,Southpaw,73.0,205.0,,,,,El Cucui,
Bryan Pardoe,Orthodox,73.0,205.0,,,,,Pain Inducer,
Veronica Hardy,Southpaw,64.0,125.0,64.0,,,,No Nickname,Women's Flyweight
Mike Grundy,Orthodox,67.0,145.0,72.0,,,,No Nickname,Featherweight
Jonathan Martinez,Southpaw,68.0,135.0,70.0,,,,Dragon,Bantamweight
Chris Ewert,Orthodox,72.0,185.0,75.0,,,,El Tanke,
Yuri Panferov,Orthodox,73.0,185.0,72.0,,,,The Russian Polar Bear,
Ethyn Ewing,,,,,,,,,
Kalindra Faria,Switch,67.0,125.0,,,,,No Nickname,Women's Flyweight
Clint Godfrey,Southpaw,66.0,135.0,,,,,No Nickname,
Akitoshi Tamura,Orthodox,69.0,135.0,70.0,,,,The Ironman,
Bartosz Fabinski,Orthodox,72.0,170.0,75.0,,,,The Butcher,Welterweight
Emil Meek,Switch,71.0,170.0,74.0,,,,Valhalla,Welterweight
Hector Urbina,Orthodox,71.0,170.0,73.0,,,,El Toro,Welterweight
Ron Faircloth,Orthodox,69.0,205.0,,,,,No Nickname,Light Heavyweight
Jason Fairn,Orthodox,73.0,230.0,,,,,No Nickname,Open Weight
Andreas Gustafsson,Orthodox,73.0,170.0,73.0,,,,Bane,Welterweight
Carlos Leal,Orthodox,71.0,170.0,74.0,,,,The Lion,Welterweight
Maiquel Falcao,Orthodox,71.0,185.0,,,,,Big Rig,Middleweight
Brodie Farber,Orthodox,73.0,170.0,,,,,No Nickname,Catch Weight
Jair Farias,Orthodox,73.0,145.0,76.0,,,,Chosen,
Chance Farrar,Southpaw,69.0,145.0,,,,,No Nickname,
Micah Miller,Orthodox,72.0,145.0,,,,,Maverick,
Rico Farrington,Southpaw,76.0,170.0,79.0,,,,The Triggerman,
Kelly Faszholz,Orthodox,68.0,135.0,,,,,No Nickname,Women's Bantamweight
Alex Ricci,Orthodox,71.0,155.0,,,,,No Nickname,Lightweight
JP Felty,Orthodox,,170.0,,,,,No Nickname,
John Kuhner,Orthodox,,170.0,,,,,No Nickname,
Feng Xiaocan,Southpaw,67.0,115.0,67.0,,,,No Nickname,Women's Strawweight
Arisa Matsuda,Orthodox,63.0,115.0,64.0,,,,No Nickname,
Miki Motono,Southpaw,62.0,115.0,63.0,,,,No Nickname,
Kiran Singh,Orthodox,61.0,115.0,65.0,,,,Stubborn,
Houston Alexander,Orthodox,72.0,205.0,72.0,,,,The Assassin,Light Heavyweight
Seth Petruzelli,Orthodox,72.0,205.0,76.0,,,,The Silverback,Light Heavyweight
Rhadi Ferguson,Orthodox,67.0,205.0,,,,,No Nickname,
John Richard,Orthodox,,205.0,,,,,No Nickname,
CJ Fernandes,Orthodox,74.0,170.0,,,,,No Nickname,Welterweight
Takafumi Otsuka,Orthodox,66.0,139.0,,,,,No Nickname,
Harry Hardwick,Switch,68.0,155.0,71.0,,,,Houdini,Lightweight
Mohammad Yahya,Switch,69.0,145.0,73.0,,,,The UAE Warrior,Featherweight
Luke Fernandez,Orthodox,73.0,205.0,76.0,,,,No Nickname,
Rafael Pergentino,Orthodox,73.0,205.0,76.0,,,,No Nickname,
Lucas Fernando,Orthodox,75.0,185.0,80.0,,,,No Nickname,
Alexandre Ferreira,Orthodox,67.0,205.0,,,,,Cacareco,Light Heavyweight
Karl Roberson,Southpaw,73.0,205.0,74.0,,,,Baby K,Middleweight
Gregor Gillespie,Orthodox,67.0,155.0,71.0,,,,The Gift,Lightweight
Rustam Khabilov,Orthodox,68.0,155.0,73.0,,,,Tiger,Welterweight
Erisson Ferreira,Orthodox,66.0,125.0,70.0,,,,Gato,
Brunno Ferreira,Orthodox,61.0,185.0,72.0,,,,The Hulk,Middleweight
Jackson McVey,Southpaw,76.0,185.0,77.0,,,,The Moose,Catch Weight
Leon Aliu,Orthodox,72.0,185.0,74.0,,,,The Albanian Lion,
Jim Mullen,Southpaw,73.0,215.0,,,,,No Nickname,Heavyweight
Sam Fulton,Orthodox,,,,,,,No Nickname,
Cameron VanCamp,Switch,74.0,155.0,74.0,,,,Jumpman,Lightweight
Jae Suk Lim,Orthodox,69.0,170.0,,,,,No Nickname,
Scott Fiedler,Orthodox,76.0,235.0,,,,,No Nickname,Open Weight
Ron Fields,Orthodox,74.0,200.0,,,,,Killing,
Falaniko Vitale,Orthodox,61.0,185.0,,,,,Niko,Middleweight
Michal Figlak,Orthodox,61.0,155.0,70.0,,,,Mad Dog,Lightweight
Joseph Morales,Switch,66.0,125.0,69.0,,,,Bopo,Flyweight
Francisco Figueiredo,Southpaw,66.0,125.0,68.0,,,,Sniper,Flyweight
Jerome Rivera,Southpaw,61.0,125.0,72.0,,,,Renegade,Flyweight
Pete Sabala,Orthodox,,135.0,,,,,No Nickname,
Miguel Linares,Orthodox,,,,,,,No Nickname,
Jason Reinhardt,Orthodox,66.0,135.0,,,,,No Nickname,Bantamweight
Melvin Manhoef,Orthodox,69.0,185.0,,,,,No Mercy,
Jeremy Larsen,Orthodox,61.0,145.0,70.0,,,,No Nickname,Featherweight
Mostapha Al-Turk,Orthodox,74.0,245.0,77.0,,,,No Nickname,Heavyweight
Tatsuya Mizuno,Southpaw,73.0,205.0,,,,,No Nickname,
Eddie Sanchez,Orthodox,74.0,230.0,74.0,,,,The Manic Hispanic,Heavyweight
Ibragim Magomedov,Orthodox,72.0,250.0,,,,,No Nickname,
Shungo Oyama,Southpaw,71.0,185.0,,,,,No Nickname,
Hiromitsu Kanehara,Orthodox,61.0,200.0,,,,,No Nickname,
Brady Fink,Orthodox,72.0,183.0,,,,,No Nickname,
Robert Valentin,Orthodox,74.0,185.0,77.0,,,,Robzilla,Middleweight
Cam Rowston,Orthodox,75.0,185.0,78.0,,,,No Nickname,Middleweight
Solomon Hutcherson,Southpaw,71.0,185.0,,,,,King,Middleweight
Nick Fiore,Orthodox,61.0,155.0,72.0,,,,No Nickname,Lightweight
Tabatha Ricci,Orthodox,61.0,115.0,61.0,,,,Baby Shark,Women's Strawweight
Kazuyuki Miyata,Orthodox,68.0,139.0,,,,,No Nickname,
Nobuhiro Obiya,Orthodox,68.0,145.0,,,,,No Nickname,
Hiroyuki Abe,Orthodox,66.0,145.0,,,,,Abe Ani,
Curt Warburton,Orthodox,72.0,155.0,73.0,,,,No Nickname,Lightweight
Chris Fishgold,Orthodox,68.0,145.0,68.0,,,,No Nickname,Featherweight
Akihiro Gono,Switch,67.0,170.0,68.0,,,,No Nickname,Welterweight
Jeff Joslin,Orthodox,72.0,170.0,,,,,The Inferno,Welterweight
Magomed Mustafaev,Orthodox,68.0,155.0,71.0,,,,The Sniper,Lightweight
Colin Fletcher,Orthodox,74.0,155.0,,,,,The Freakshow,Lightweight
Mike Ricci,Southpaw,72.0,155.0,76.0,,,,The Martian,Lightweight
Matthew Semelsberger,Switch,73.0,170.0,75.0,,,,Semi The Jedi,Welterweight
Nathan Fletcher,Orthodox,67.0,135.0,70.0,,,,No Nickname,Featherweight
Rinya Nakamura,Southpaw,67.0,135.0,68.0,,,,Hybred,Bantamweight
Caolan Loughran,Orthodox,66.0,135.0,68.0,,,,The Don,Bantamweight
Zygimantas Ramaska,Orthodox,71.0,145.0,71.0,,,,No Nickname,Featherweight
Nate Maness,Orthodox,61.0,125.0,72.0,,,,Mayhem,Flyweight
Nate Smith,Switch,66.0,125.0,69.0,,,,The Savage,
Luke Flores,Southpaw,72.0,155.0,73.0,,,,No Nickname,
Jordan Leavitt,Southpaw,69.0,155.0,71.0,,,,The Monkey King,Lightweight
Ty Flores,Switch,75.0,205.0,73.0,,,,Big Medicine,
Alejandro Flores,Orthodox,61.0,145.0,73.0,,,,El Gallito,
Bobby McAndrews,Orthodox,,,,,,,No Nickname,
Amiran Gogoladze,Switch,73.0,170.0,74.0,,,,No Nickname,
Derek Getzel,Orthodox,72.0,155.0,,,,,The Pretzel,
Mal Foki,Orthodox,67.0,220.0,,,,,Twin Tiger,
Henry Miller,Southpaw,67.0,270.0,,,,,Sentoryu,
David Martinez,Orthodox,65.0,135.0,67.0,,,,Doctor,Bantamweight
Joey Gomez,Orthodox,61.0,135.0,73.0,,,,KO King,Bantamweight
Claudionor Fontinelle,Orthodox,65.0,185.0,,,,,No Nickname,
Ryan Jensen,Orthodox,73.0,185.0,76.0,,,,No Nickname,Middleweight
Sterling Ford,Orthodox,61.0,155.0,,,,,No Nickname,
Brian McLaughlin,Orthodox,69.0,155.0,,,,,No Nickname,
Brianna Fortino,Southpaw,60.0,115.0,62.0,,,,The Bull,Women's Strawweight
Xavier Foupa-Pokam,Open Stance,73.0,185.0,,,,,Professor X,Middleweight
Brandon Foxworth,Orthodox,71.0,145.0,,,,,No Nickname,
Joe Jordan,Orthodox,66.0,155.0,,,,,No Nickname,Catch Weight
Glaico Franca Moreira,Orthodox,72.0,155.0,77.0,,,,Nego,Lightweight
Felipe Franco,Orthodox,73.0,205.0,76.0,,,,Negao,
Freddy Vidal,Orthodox,75.0,205.0,80.0,,,,The Barbarian,
Ken Shamrock,Orthodox,73.0,205.0,72.0,,,,The World's Most Dangerous Man,Heavyweight
Leo Sylvest,Orthodox,71.0,205.0,,,,,Lethal,
Antony Rea,Orthodox,72.0,205.0,,,,,Wild Thing,
Yan Pellerin,Orthodox,71.0,205.0,,,,,Wild Thing,
Dennis Reed,Orthodox,,205.0,,,,,No Nickname,
Xavier Franklin,Southpaw,66.0,135.0,66.0,,,,Mr. Benjamin,
Zoila Frausto,Orthodox,64.0,135.0,,,,,Warrior Princess,
Elisha Helsper,Orthodox,66.0,135.0,,,,,Knuckles,
Stephanie Frausto,Orthodox,62.0,115.0,61.0,,,,Lil Bovy,
Luana Pinheiro,Orthodox,62.0,115.0,62.0,,,,No Nickname,Women's Strawweight
Zane Frazier,Orthodox,77.0,250.0,,,,,Nasty,Open Weight
Cal Worsham,Orthodox,71.0,230.0,,,,,No Nickname,Open Weight
Vernon White,Southpaw,72.0,205.0,,,,,Tiger,Heavyweight
Tedd Williams,Orthodox,73.0,275.0,,,,,No Nickname,Heavyweight
Nate Schroeder,Orthodox,73.0,230.0,,,,,No Nickname,Heavyweight
Scott Adams,Southpaw,72.0,225.0,,,,,No Nickname,Heavyweight
Jason Freeman,Orthodox,74.0,225.0,,,,,No Nickname,
Willamy Freire,Orthodox,68.0,155.0,,,,,Chiquerim,Lightweight
Waylon Lowe,Southpaw,67.0,145.0,,,,,No Nickname,Lightweight
Patricio Freire,Orthodox,66.0,145.0,67.0,,,,Pitbull,Featherweight
Jeremy Freitag,Orthodox,73.0,205.0,,,,,No Nickname,
Anthony Ruiz,Orthodox,74.0,205.0,,,,,El Toro,
Rafael Freitas,Orthodox,,205.0,,,,,Capoeira,
Donavon Frelow,Orthodox,67.0,135.0,,,,,No Nickname,
Luis Pena,Southpaw,75.0,155.0,75.0,,,,Violent Bob Ross,Lightweight
Kay Hansen,Orthodox,62.0,115.0,63.0,,,,No Nickname,Women's Strawweight
Sarah Frota,Southpaw,66.0,125.0,69.0,,,,A Treta,Women's Flyweight
Maiara Amanajas dos Santos,Southpaw,65.0,115.0,,,,,No Nickname,
Daniel Frunza,Orthodox,73.0,170.0,73.0,,,,No Nickname,Welterweight
Vadym Kutsyi,Orthodox,72.0,170.0,71.0,,,,No Nickname,
Yoshihiro Takayama,Orthodox,77.0,280.0,,,,,No Nickname,
Mark Hall,Orthodox,72.0,190.0,,,,,No Nickname,Open Weight
Sam Adkins,Orthodox,75.0,225.0,,,,,The Experience,Open Weight
Thomas Ramirez,Sideways,73.0,410.0,,,,,No Nickname,Open Weight
Allen Frye Jr.,Orthodox,,265.0,,,,,No Nickname,
Guilherme Pat,Orthodox,,265.0,,,,,Kong,
Ivan Salaverry,Orthodox,72.0,185.0,,,,,No Nickname,Middleweight
Rodrigo Ruas,Orthodox,61.0,185.0,,,,,No Nickname,Middleweight
Mike Malott,Orthodox,73.0,170.0,73.0,,,,Proper,Welterweight
