fight_id,event_name,fight_date,event_location,fighter_a,fighter_b,winner,weight_class,method,finish_round,finish_time,scheduled_rounds,main_event,source_url,title_fight
4420,UFC Fight Night: Gonzaga vs Cro Cop 2,2015-04-11,"Krakow, Poland",Mirko Filipovic,Gabriel Gonzaga,Mirko Filipovic,Heavyweight,KO/TKO Elbows,3.0,3:30,5,1,,0
4421,UFC 137: Penn vs Diaz,2011-10-29,"Las Vegas, Nevada, USA",Mirko Filipovic,Roy Nelson,Roy Nelson,Heavyweight,KO/TKO Punches,3.0,1:30,3,0,,0
4422,UFC 128: Shogun vs Jones,2011-03-19,"Newark, New Jersey, USA",Mirko Filipovic,Brendan Schaub,Brendan Schaub,Heavyweight,KO/TKO Punch,3.0,3:44,3,0,,0
4423,UFC 119: Mir vs Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Mirko Filipovic,Frank Mir,Frank Mir,Heavyweight,KO/TKO Knee,3.0,4:02,3,1,,0
4424,UFC 110: Nogueira vs Velasquez,2010-02-20,"Sydney, New South Wales, Australia",Mirko Filipovic,Anthony Perosh,Mirko Filipovic,Heavyweight,KO/TKO,2.0,5:00,3,0,,0
4425,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Mirko Filipovic,Mostapha Al-Turk,Mirko Filipovic,Heavyweight,KO/TKO Punches,1.0,3:06,3,0,,0
4426,DREAM 6: Middleweight Grand Prix 2008 Final Round,2008-09-23,,Mirko Filipovic,Alistair Overeem,,Unknown,CNC,1.0,6:09,3,0,,0
4427,DREAM 1: Lightweight Grand Prix 2008 1st Round,2008-03-15,,Mirko Filipovic,Tatsuya Mizuno,Mirko Filipovic,Unknown,KO/TKO Punches,1.0,0:56,3,0,,0
4428,UFC 75: Champion vs Champion,2007-09-08,"London, England, United Kingdom",Mirko Filipovic,Cheick Kongo,Cheick Kongo,Heavyweight,U-DEC,3.0,5:00,3,0,,0
4429,UFC 70: Nations Collide,2007-04-21,"Manchester, England, United Kingdom",Mirko Filipovic,Gabriel Gonzaga,Gabriel Gonzaga,Heavyweight,KO/TKO Kick,1.0,4:51,3,1,,0
4430,UFC 67: All or Nothing,2007-02-03,"Las Vegas, Nevada, USA",Mirko Filipovic,Eddie Sanchez,Mirko Filipovic,Heavyweight,KO/TKO Punches,1.0,4:33,3,0,,0
4431,PRIDE Final Conflict Absolute,2006-09-10,,Mirko Filipovic,Wanderlei Silva,Mirko Filipovic,Unknown,KO/TKO Kick,1.0,5:26,3,0,,0
4432,PRIDE Critical Countdown Absolute,2006-07-01,,Mirko Filipovic,Hidehiko Yoshida,Mirko Filipovic,Unknown,KO/TKO Kick,1.0,7:38,3,0,,0
4433,PRIDE Total Elimination Absolute,2006-05-05,,Mirko Filipovic,Ikuhisa Minowa,Mirko Filipovic,Unknown,KO/TKO Punches,1.0,1:10,3,0,,0
4434,PRIDE Shockwave 2005,2005-12-31,,Mirko Filipovic,Mark Hunt,Mark Hunt,Unknown,S-DEC,3.0,5:00,3,0,,0
4435,PRIDE Critical Countdown 2005,2005-06-26,,Mirko Filipovic,Ibragim Magomedov,Mirko Filipovic,Unknown,KO/TKO Kick,1.0,3:53,3,0,,0
4436,PRIDE Shockwave 2004,2004-12-31,,Mirko Filipovic,Kevin Randleman,Mirko Filipovic,Unknown,SUB Guillotine Choke,1.0,0:41,3,0,,0
4437,PRIDE Bushido 4,2004-07-19,,Mirko Filipovic,Shungo Oyama,Mirko Filipovic,Unknown,KO/TKO Punches,1.0,1:00,3,0,,0
4438,PRIDE Bushido 3,2004-05-23,,Mirko Filipovic,Hiromitsu Kanehara,Mirko Filipovic,Unknown,U-DEC,2.0,5:00,3,0,,0
4439,PRIDE Total Elimination 2004,2004-04-25,,Mirko Filipovic,Kevin Randleman,Kevin Randleman,Unknown,KO/TKO Punches,1.0,1:57,3,0,,0
4440,PRIDE Bushido 2,2004-02-15,,Mirko Filipovic,Yoshihisa Yamamoto,Mirko Filipovic,Unknown,KO/TKO Punches,1.0,2:12,3,0,,0
4441,PRIDE 27: Inferno,2004-02-01,,Mirko Filipovic,Ron Waterman,Mirko Filipovic,Unknown,KO/TKO Kicks,1.0,4:53,3,0,,0
4442,PRIDE Total Elimination 2003,2003-08-10,,Mirko Filipovic,Igor Vovchanchyn,Mirko Filipovic,Unknown,KO/TKO Kick,1.0,1:29,3,0,,0
4443,PRIDE 26: Bad to the Bone,2003-06-08,,Mirko Filipovic,Heath Herring,Mirko Filipovic,Unknown,KO/TKO Kick,1.0,3:17,3,0,,0
4444,Inoki Bom-Ba-Ye 2002,2002-12-31,,Mirko Filipovic,Kazuyuki Fujita,Mirko Filipovic,Unknown,U-DEC,3.0,5:00,3,0,,0
4445,PRIDE Shockwave 2002,2002-08-28,,Mirko Filipovic,Kazushi Sakuraba,Mirko Filipovic,Unknown,KO/TKO,2.0,5:00,3,0,,0
4446,PRIDE 20: Armed and Ready,2002-04-28,,Mirko Filipovic,Wanderlei Silva,,Unknown,Other,5.0,3:00,3,0,,0
4447,Inoki Bom-Ba-Ye 2001,2001-12-31,,Mirko Filipovic,Yuji Nagata,Mirko Filipovic,Unknown,KO/TKO Kick,1.0,0:21,3,0,,0
4448,PRIDE 17: Championship Chaos,2001-11-03,,Mirko Filipovic,Nobuhiko Takada,,Unknown,Other,5.0,3:00,3,0,,1
4449,K-1 2001 Japan GP Final,2001-08-19,,Mirko Filipovic,Kazuyuki Fujita,Mirko Filipovic,Unknown,KO/TKO,1.0,0:39,3,0,,0
4450,PRIDE Bushido 4,2004-07-19,,Brady Fink,Hayato Sakurai,Hayato Sakurai,Unknown,SUB Guillotine Choke,1.0,4:08,3,0,,0
4451,UFC Fight Night: Emmett vs. Murphy,2025-04-05,"Las Vegas, Nevada, USA",Torrez Finney,Robert Valentin,Torrez Finney,Middleweight,S-DEC,3.0,5:00,3,0,,0
4452,DWCS 8.2,2024-08-20,"UFC APEX, Las Vegas, NV, USA",Torrez Finney,Cam Rowston,Torrez Finney,Middleweight,U-DEC,3.0,5:00,3,0,,0
4453,DWCS 7.10,2023-10-10,,Torrez Finney,Yuri Panferov,Torrez Finney,Unknown,SUB Rear Naked Choke,2.0,2:43,3,0,,0
4454,UFC Fight Night: Lauzon vs Stephens,2009-02-07,"Tampa, Florida, USA",Luigi Fioravanti,Anthony Johnson,Anthony Johnson,Welterweight,KO/TKO Punch,1.0,4:39,3,0,,0
4455,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,2008-06-21,"Las Vegas, Nevada, USA",Luigi Fioravanti,Diego Sanchez,Diego Sanchez,Welterweight,KO/TKO Flying Knee,3.0,4:07,3,0,,0
4456,UFC Fight Night: Stout vs Fisher,2007-06-12,"Hollywood, Florida, USA",Luigi Fioravanti,Forrest Petz,Forrest Petz,Welterweight,U-DEC,3.0,5:00,3,0,,0
4457,UFC 68: The Uprising,2007-03-03,"Columbus, Ohio, USA",Luigi Fioravanti,Jon Fitch,Jon Fitch,Welterweight,SUB Rear Naked Choke,2.0,3:05,3,0,,0
4458,UFC Fight Night: Sanchez vs Riggs,2006-12-13,"San Diego, California, USA",Luigi Fioravanti,Dave Menne,Luigi Fioravanti,Welterweight,KO/TKO Punches,1.0,4:44,3,0,,0
4459,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,"Las Vegas, Nevada, USA",Luigi Fioravanti,Solomon Hutcherson,Luigi Fioravanti,Middleweight,KO/TKO Punch,1.0,4:15,3,0,,0
4460,UFC Fight Night 4,2006-04-06,"Las Vegas, Nevada, USA",Luigi Fioravanti,Chris Leben,Chris Leben,Middleweight,U-DEC,3.0,5:00,3,0,,0
4461,UFC Fight Night: Dern vs. Hill,2023-05-20,"Las Vegas, Nevada, USA",Nick Fiore,Chase Hooper,Chase Hooper,Lightweight,U-DEC,3.0,5:00,3,0,,0
4462,UFC Fight Night: Strickland vs. Imavov,2023-01-14,"Las Vegas, Nevada, USA",Nick Fiore,Mateusz Rebecki,Mateusz Rebecki,Lightweight,U-DEC,3.0,5:00,3,0,,0
4463,UFC Fight Night: De Ridder vs. Allen,2025-10-18,"Vancouver, British Columbia, Canada",Manon Fiorot,Jasmine Jasudavicius,Manon Fiorot,Women's Flyweight,KO/TKO Punches,1.0,1:14,3,0,,0
4464,UFC Fight Night: Gane vs. Spivac,2023-09-02,"Paris, Ile-de-France, France",Manon Fiorot,Rose Namajunas,Manon Fiorot,Women's Flyweight,U-DEC,3.0,5:00,3,0,,0
4465,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,"Columbus, Ohio, USA",Manon Fiorot,Jennifer Maia,Manon Fiorot,Women's Flyweight,U-DEC,3.0,5:00,3,0,,0
4466,UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,"Las Vegas, Nevada, USA",Manon Fiorot,Tabatha Ricci,Manon Fiorot,Women's Flyweight,KO/TKO Punches,2.0,3:00,3,0,,0
4467,UFC Fight Night: Chiesa vs. Magny,2021-01-20,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Manon Fiorot,Victoria Leonardo,Manon Fiorot,Women's Flyweight,KO/TKO Punches,2.0,4:08,3,0,,0
4468,DREAM 3: Lightweight Grand Prix 2008 2nd Round,2008-05-11,,Luiz Firmino,Tatsuya Kawajiri,Tatsuya Kawajiri,Unknown,U-DEC,2.0,5:00,3,0,,0
4469,DREAM 1: Lightweight Grand Prix 2008 1st Round,2008-03-15,,Luiz Firmino,Kazuyuki Miyata,Luiz Firmino,Unknown,SUB Rear Naked Choke,1.0,7:37,3,0,,0
4470,PRIDE Bushido 13,2006-11-05,,Luiz Firmino,Nobuhiro Obiya,Luiz Firmino,Unknown,U-DEC,2.0,5:00,3,0,,0
4471,PRIDE Bushido 8,2005-07-17,,Luiz Firmino,Tatsuya Kawajiri,Tatsuya Kawajiri,Unknown,U-DEC,2.0,5:00,3,0,,0
4472,PRIDE Bushido 5,2004-10-14,,Luiz Firmino,Masakazu Imanari,Luiz Firmino,Unknown,U-DEC,2.0,5:00,3,0,,0
4473,PRIDE Bushido 4,2004-07-19,,Luiz Firmino,Hiroyuki Abe,Luiz Firmino,Unknown,SUB Arm Triangle,1.0,2:52,3,0,,0
4474,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",Spencer Fisher,Sam Stout,Sam Stout,Lightweight,U-DEC,3.0,5:00,3,0,,0
4475,UFC 134: Silva vs Okami,2011-08-27,"Rio de Janeiro, Brazil",Spencer Fisher,Thiago Tavares,Thiago Tavares,Lightweight,KO/TKO Punches,2.0,2:51,3,0,,0
4476,UFC 127: Penn vs Fitch,2011-02-26,"Sydney, New South Wales, Australia",Spencer Fisher,Ross Pearson,Ross Pearson,Lightweight,U-DEC,3.0,5:00,3,0,,0
4477,UFC 120: Bisping vs Akiyama,2010-10-16,"London, England, United Kingdom",Spencer Fisher,Curt Warburton,Spencer Fisher,Lightweight,U-DEC,3.0,5:00,3,0,,0
4478,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,2010-06-19,"Las Vegas, Nevada, USA",Spencer Fisher,Dennis Siver,Dennis Siver,Lightweight,U-DEC,3.0,5:00,3,0,,0
4479,UFC 104: Machida vs Shogun,2009-10-24,"Los Angeles, California, USA",Spencer Fisher,Joe Stevenson,Joe Stevenson,Lightweight,KO/TKO Elbows,2.0,4:03,3,0,,0
4480,UFC 99: The Comeback,2009-06-13,"Cologne, North Rhine-Westphalia, Germany",Spencer Fisher,Caol Uno,Spencer Fisher,Lightweight,U-DEC,3.0,5:00,3,0,,0
4481,UFC 90: Silva vs Cote,2008-10-25,"Rosemont, Illinois, USA",Spencer Fisher,Shannon Gugerty,Spencer Fisher,Lightweight,SUB Triangle Choke,3.0,3:56,3,0,,0
4482,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,2008-06-21,"Las Vegas, Nevada, USA",Spencer Fisher,Jeremy Stephens,Spencer Fisher,Lightweight,U-DEC,3.0,5:00,3,0,,0
4483,UFC Fight Night: Stout vs Fisher,2007-06-12,"Hollywood, Florida, USA",Spencer Fisher,Sam Stout,Spencer Fisher,Lightweight,U-DEC,3.0,5:00,3,1,,0
4484,UFC Fight Night: Evans vs Salmon,2007-01-25,"Hollywood, Florida, USA",Spencer Fisher,Hermes Franca,Hermes Franca,Lightweight,KO/TKO Punch,2.0,4:03,3,0,,0
4485,UFC 64: Unstoppable,2006-10-14,"Las Vegas, Nevada, USA",Spencer Fisher,Dan Lauzon,Spencer Fisher,Lightweight,KO/TKO Punches,1.0,4:38,3,0,,0
4486,UFC 60: Hughes vs Gracie,2006-05-27,"Los Angeles, California, USA",Spencer Fisher,Matt Wiman,Spencer Fisher,Lightweight,KO/TKO Flying Knee,2.0,1:43,3,0,,0
4487,UFC 58: USA vs Canada,2006-03-04,"Las Vegas, Nevada, USA",Spencer Fisher,Sam Stout,Sam Stout,Lightweight,S-DEC,3.0,5:00,3,0,,0
4488,UFC Fight Night 3,2006-01-16,"Las Vegas, Nevada, USA",Spencer Fisher,Aaron Riley,Spencer Fisher,Welterweight,KO/TKO,1.0,5:00,3,0,,0
4489,UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Spencer Fisher,Thiago Alves,Spencer Fisher,Welterweight,SUB Triangle Choke,2.0,4:43,3,0,,0
4490,UFC Fight Night: Kattar vs. Ige,2020-07-15,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Chris Fishgold,Jared Gordon,Jared Gordon,Featherweight,U-DEC,3.0,5:00,3,0,,0
4491,UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"Stockholm, Sweden",Chris Fishgold,Makwan Amirkhani,Makwan Amirkhani,Featherweight,SUB Anaconda Choke,2.0,4:25,3,0,,0
4492,UFC Fight Night: Blachowicz vs. Santos,2019-02-23,"Prague, Czech Republic",Chris Fishgold,Daniel Teymur,Chris Fishgold,Featherweight,SUB Rear Naked Choke,2.0,1:10,3,0,,0
4493,UFC Fight Night: Oezdemir vs. Smith,2018-10-27,"Moncton, New Brunswick, Canada",Chris Fishgold,Calvin Kattar,Calvin Kattar,Featherweight,KO/TKO Punch,1.0,4:11,3,0,,0
4494,UFC 156: Aldo vs Edgar,2013-02-02,"Las Vegas, Nevada, USA",Jon Fitch,Demian Maia,Demian Maia,Welterweight,U-DEC,3.0,5:00,3,0,,0
4495,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Jon Fitch,Erick Silva,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4496,UFC 141: Lesnar vs Overeem,2011-12-30,"Las Vegas, Nevada, USA",Jon Fitch,Johny Hendricks,Johny Hendricks,Welterweight,KO/TKO Punch,1.0,0:12,3,0,,0
4497,UFC 127: Penn vs Fitch,2011-02-26,"Sydney, New South Wales, Australia",Jon Fitch,BJ Penn,,Welterweight,M-DEC,3.0,5:00,3,1,,0
4498,UFC 117: Silva vs Sonnen,2010-08-07,"Oakland, California, USA",Jon Fitch,Thiago Alves,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4499,UFC 111: St-Pierre vs Hardy,2010-03-27,"Newark, New Jersey, USA",Jon Fitch,Ben Saunders,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4500,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Jon Fitch,Mike Pierce,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4501,UFC 100,2009-07-11,"Las Vegas, Nevada, USA",Jon Fitch,Paulo Thiago,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4502,UFC 94: St-Pierre vs Penn 2,2009-01-31,"Las Vegas, Nevada, USA",Jon Fitch,Akihiro Gono,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4503,UFC 82: Pride of a Champion,2008-03-01,"Columbus, Ohio, USA",Jon Fitch,Chris Wilson,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4504,UFC 76: Knockout,2007-09-22,"Anaheim, California, USA",Jon Fitch,Diego Sanchez,Jon Fitch,Welterweight,S-DEC,3.0,5:00,3,0,,0
4505,UFC 64: Unstoppable,2006-10-14,"Las Vegas, Nevada, USA",Jon Fitch,Kuniyoshi Hironaka,Jon Fitch,Welterweight,U-DEC,3.0,5:00,3,0,,0
4506,UFC Fight Night 5,2006-06-28,"Las Vegas, Nevada, USA",Jon Fitch,Thiago Alves,Jon Fitch,Welterweight,KO/TKO Kick,2.0,4:37,3,0,,0
4507,UFC Fight Night 2,2005-10-03,"Las Vegas, Nevada, USA",Jon Fitch,Brock Larson,Jon Fitch,Middleweight,U-DEC,3.0,5:00,3,0,,0
4508,Freedom Fight - Canada vs. USA,2005-07-09,,Jon Fitch,Jeff Joslin,Jon Fitch,Unknown,S-DEC,3.0,5:00,3,0,,0
4509,UFC 313: Pereira vs. Ankalaev,2025-03-08,"Las Vegas, Nevada, USA",Rafael Fiziev,Justin Gaethje,Justin Gaethje,Lightweight,U-DEC,3.0,5:00,3,0,,0
4510,UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Rafael Fiziev,Mateusz Gamrot,Mateusz Gamrot,Lightweight,KO/TKO,2.0,2:03,5,1,,0
4511,UFC 286: Edwards vs. Usman 3,2023-03-18,"London, England, United Kingdom",Rafael Fiziev,Justin Gaethje,Justin Gaethje,Lightweight,M-DEC,3.0,5:00,3,0,,0
4512,UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Rafael Fiziev,Brad Riddell,Rafael Fiziev,Lightweight,KO/TKO Kick,3.0,2:20,3,0,,0
4513,UFC 265: Lewis vs. Gane,2021-08-07,"Houston, Texas, USA",Rafael Fiziev,King Green,Rafael Fiziev,Lightweight,U-DEC,3.0,5:00,3,0,,0
4514,UFC 256: Figueiredo vs. Moreno,2020-12-12,"Las Vegas, Nevada, USA",Rafael Fiziev,Renato Moicano,Rafael Fiziev,Lightweight,KO/TKO Punch,1.0,4:05,3,0,,0
4515,UFC Fight Night: Maia vs. Askren,2019-10-26,"Kallang, Singapore",Rafael Fiziev,Alex White,Rafael Fiziev,Lightweight,U-DEC,3.0,5:00,3,0,,0
4516,UFC Fight Night: Overeem vs. Oleinik,2019-04-20,"Saint Petersburg, Saint Petersburg, Russia",Rafael Fiziev,Magomed Mustafaev,Magomed Mustafaev,Lightweight,KO/TKO Spinning Back Kick,1.0,1:26,3,0,,0
4517,UFC 158: St-Pierre vs Diaz,2013-03-16,"Montreal, Quebec, Canada",Colin Fletcher,Mike Ricci,Mike Ricci,Lightweight,U-DEC,3.0,5:00,3,0,,0
4518,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,"Las Vegas, Nevada, USA",AJ Fletcher,Themba Gorimbo,AJ Fletcher,Welterweight,SUB Guillotine Choke,2.0,1:37,3,0,,0
4519,UFC 278: Usman vs. Edwards,2022-08-20,"Salt Lake City, Utah, USA",AJ Fletcher,Ange Loosa,Ange Loosa,Welterweight,U-DEC,3.0,5:00,3,0,,0
4520,UFC Fight Night: Santos vs. Ankalaev,2022-03-12,"Las Vegas, Nevada, USA",AJ Fletcher,Matthew Semelsberger,Matthew Semelsberger,Welterweight,U-DEC,3.0,5:00,3,0,,0
4521,UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Nathan Fletcher,Rinya Nakamura,Rinya Nakamura,Bantamweight,KO/TKO Kick,1.0,1:02,3,0,,0
4522,UFC Fight Night: Edwards vs. Brady,2025-03-22,"London, England, United Kingdom",Nathan Fletcher,Caolan Loughran,Caolan Loughran,Bantamweight,S-DEC,3.0,5:00,3,0,,0
4523,UFC Fight Night: Burns vs. Brady,2024-09-07,"Las Vegas, Nevada, USA",Nathan Fletcher,Zygimantas Ramaska,Nathan Fletcher,Featherweight,SUB Arm Triangle,2.0,1:14,3,0,,0
4524,UFC Fight Night: Machado Garry vs. Prates,2025-04-26,"Kansas City, Missouri, USA",Jimmy Flick,Matt Schnell,Matt Schnell,Flyweight,U-DEC,3.0,5:00,3,0,,0
4525,UFC Fight Night: Perez vs. Taira,2024-06-15,"Las Vegas, Nevada, USA",Jimmy Flick,Nate Maness,Nate Maness,Flyweight,U-DEC,3.0,5:00,3,0,,0
4526,UFC 297: Strickland vs. Du Plessis,2024-01-20,"Toronto, Ontario, Canada",Jimmy Flick,Malcolm Gordon,Jimmy Flick,Flyweight,SUB Arm Triangle,2.0,1:17,3,0,,0
4527,UFC Fight Night: Strickland vs. Imavov,2023-01-14,"Las Vegas, Nevada, USA",Jimmy Flick,Charles Johnson,Charles Johnson,Flyweight,KO/TKO Punches,1.0,4:33,3,0,,0
4528,DWCS 4.5,2020-09-01,,Jimmy Flick,Nate Smith,Jimmy Flick,Unknown,SUB Arm Triangle,3.0,3:15,3,0,,0
4529,DWCS 4.1,2020-08-04,,Luke Flores,Jordan Leavitt,Jordan Leavitt,Unknown,SUB Arm Triangle,1.0,4:15,3,0,,0
4530,DWCS 1.8,2017-08-29,,Luke Flores,Matt Frevola,Matt Frevola,Unknown,SUB Arm Triangle,2.0,3:32,3,0,,0
4531,DWCS 4.1,2020-08-04,,Ty Flores,Dustin Jacoby,Dustin Jacoby,Unknown,U-DEC,3.0,5:00,3,0,,0
4532,DWCS 4.4,2020-08-25,,Alejandro Flores,Rafael Alves,Rafael Alves,Unknown,SUB Guillotine Choke,2.0,2:55,3,0,,0
4533,UFC 131: Dos Santos vs Carwin,2011-06-11,"Vancouver, British Columbia, Canada",Kenny Florian,Diego Nunes,Kenny Florian,Featherweight,U-DEC,3.0,5:00,3,0,,0
4534,UFC 118: Edgar vs Penn 2,2010-08-28,"Boston, Massachusetts, USA",Kenny Florian,Gray Maynard,Gray Maynard,Lightweight,U-DEC,3.0,5:00,3,0,,0
4535,UFC Fight Night: Florian vs Gomi,2010-03-31,"Charlotte, North Carolina, USA",Kenny Florian,Takanori Gomi,Kenny Florian,Lightweight,SUB Rear Naked Choke,3.0,2:52,3,1,,0
4536,UFC 107: Penn vs Sanchez,2009-12-12,"Memphis, Tennessee, USA",Kenny Florian,Clay Guida,Kenny Florian,Lightweight,SUB Rear Naked Choke,2.0,2:19,3,0,,0
4537,UFC 91: Couture vs Lesnar,2008-11-15,"Las Vegas, Nevada, USA",Kenny Florian,Joe Stevenson,Kenny Florian,Lightweight,SUB Rear Naked Choke,1.0,4:03,3,0,,0
4538,UFC 87: Seek And Destroy,2008-08-09,"Minneapolis, Minnesota, USA",Kenny Florian,Roger Huerta,Kenny Florian,Lightweight,U-DEC,3.0,5:00,3,0,,0
4539,UFC Fight Night: Florian vs Lauzon,2008-04-02,"Broomfield, Colorado, USA",Kenny Florian,Joe Lauzon,Kenny Florian,Lightweight,KO/TKO Punches,2.0,3:28,3,1,,0
4540,UFC Fight Night: Thomas vs Florian,2007-09-19,"Las Vegas, Nevada, USA",Kenny Florian,Din Thomas,Kenny Florian,Lightweight,SUB Rear Naked Choke,1.0,4:31,3,1,,0
4541,UFC 73: Stacked,2007-07-07,"Sacramento, California, USA",Kenny Florian,Alvin Robinson,Kenny Florian,Lightweight,KO/TKO Elbows,1.0,4:30,3,1,,0
4542,UFC Fight Night: Stevenson vs Guillard,2007-04-05,"Las Vegas, Nevada, USA",Kenny Florian,Dokonjonosuke Mishima,Kenny Florian,Lightweight,SUB Rear Naked Choke,3.0,3:57,3,0,,0
4543,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,2006-06-24,"Las Vegas, Nevada, USA",Kenny Florian,Sam Stout,Kenny Florian,Lightweight,SUB Rear Naked Choke,1.0,1:46,3,0,,0
4544,UFC Fight Night 1,2005-08-06,"Las Vegas, Nevada, USA",Kenny Florian,Alex Karalexis,Kenny Florian,Welterweight,KO/TKO,2.0,2:52,3,0,,0
4545,Mass Destruction 15,2004-02-21,,Kenny Florian,Bobby McAndrews,Kenny Florian,Unknown,SUB Kimura,1.0,1:57,3,0,,0
4546,UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,"Las Vegas, Nevada, USA",Darrius Flowers,Michael Johnson,Michael Johnson,Lightweight,U-DEC,3.0,5:00,3,0,,0
4547,UFC 291: Poirier vs. Gaethje 2,2023-07-29,"Salt Lake City, Utah, USA",Darrius Flowers,Jake Matthews,Jake Matthews,Welterweight,SUB Rear Naked Choke,2.0,2:37,3,0,,0
4548,DWCS 6.5,2022-08-23,,Darrius Flowers,Amiran Gogoladze,Darrius Flowers,Unknown,SUB Injury,1.0,1:13,3,0,,0
4549,UFC 157: Rousey vs Carmouche,2013-02-23,"Anaheim, California, USA",Caros Fodor,Sam Stout,Sam Stout,Lightweight,S-DEC,3.0,5:00,3,0,,0
4550,Strikeforce - Tate vs. Rousey,2012-03-03,,Caros Fodor,Pat Healy,Pat Healy,Unknown,SUB Arm Triangle,3.0,3:35,3,0,,0
4551,Strikeforce - Melendez vs. Masvidal,2011-12-17,,Caros Fodor,Justin Wilcox,Caros Fodor,Unknown,KO/TKO,1.0,0:13,3,0,,0
4552,Strikeforce Challengers 16,2011-06-24,,Caros Fodor,James Terry,Caros Fodor,Unknown,U-DEC,3.0,5:00,3,0,,0
4553,Strikeforce Challengers 12,2010-11-19,,Caros Fodor,Derek Getzel,Caros Fodor,Unknown,SUB D'Arce Choke,1.0,4:39,3,0,,0
4554,PRIDE Bushido 5,2004-10-14,,Mal Foki,Henry Miller,Henry Miller,Unknown,KO/TKO Punch,1.0,0:21,3,0,,0
4555,UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Rob Font,David Martinez,David Martinez,Bantamweight,U-DEC,3.0,5:00,3,0,,0
4556,UFC Fight Night: Cejudo vs. Song,2025-02-22,"Seattle, Washington, USA",Rob Font,Jean Matsumoto,Rob Font,Catch Weight,S-DEC,3.0,5:00,3,0,,0
4557,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,"Las Vegas, Nevada, USA",Rob Font,Kyler Phillips,Rob Font,Bantamweight,U-DEC,3.0,5:00,3,0,,0
4558,UFC Fight Night: Sandhagen vs. Font,2023-08-05,"Nashville, Tennessee, USA",Rob Font,Cory Sandhagen,Cory Sandhagen,Catch Weight,U-DEC,5.0,5:00,5,1,,0
4559,UFC 287: Pereira vs. Adesanya 2,2023-04-08,"Miami, Florida, USA",Rob Font,Adrian Yanez,Rob Font,Bantamweight,KO/TKO Punch,1.0,2:57,3,0,,0
4560,UFC Fight Night: Font vs. Vera,2022-04-30,"Las Vegas, Nevada, USA",Rob Font,Marlon Vera,Marlon Vera,Bantamweight,U-DEC,5.0,5:00,5,1,,0
4561,UFC Fight Night: Font vs. Aldo,2021-12-04,"Las Vegas, Nevada, USA",Rob Font,Jose Aldo,Jose Aldo,Bantamweight,U-DEC,5.0,5:00,5,1,,0
4562,UFC Fight Night: Font vs. Garbrandt,2021-05-22,"Las Vegas, Nevada, USA",Rob Font,Cody Garbrandt,Rob Font,Bantamweight,U-DEC,5.0,5:00,5,1,,0
4563,UFC Fight Night: Thompson vs. Neal,2020-12-19,"Las Vegas, Nevada, USA",Rob Font,Marlon Moraes,Rob Font,Bantamweight,KO/TKO Punches,1.0,3:47,3,0,,0
4564,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,"Washington, DC, USA",Rob Font,Ricky Simon,Rob Font,Bantamweight,U-DEC,3.0,5:00,3,0,,0
4565,UFC Fight Night: Lee vs. Iaquinta,2018-12-15,"Milwaukee, Wisconsin, USA",Rob Font,Sergio Pettis,Rob Font,Bantamweight,U-DEC,3.0,5:00,3,0,,0
4566,UFC 220: Miocic vs. Ngannou,2018-01-20,"Boston, Massachusetts, USA",Rob Font,Thomas Almeida,Rob Font,Bantamweight,KO/TKO Kick,2.0,2:24,3,0,,0
