fight_id,source_url,fighter,opponent,knockdowns,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,takedowns_landed,takedowns_attempted,submission_attempts,reversals,control_seconds,head_landed,body_landed,leg_landed,raw_kd,raw_str,raw_td,raw_sub
8612,,Jamie Mullarkey,Brad Riddell,0.0,36.0,,,,3.0,,1.0,,,,,,0 0,36 91,3 1,1 0
4350,,Jim Mullen,Scott Ferrozzo,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 30,0 2,0 1
8613,,Melissa Mullins,Daria Zhelezniakova,0.0,64.0,,,,3.0,,0.0,,,,,,0 0,64 99,3 0,0 0
8614,,Melissa Mullins,Klaudia Sygula,0.0,38.0,,,,2.0,,0.0,,,,,,0 0,38 12,2 0,0 0
2703,,Melissa Mullins,Nora Cornolle,0.0,11.0,,,,1.0,,0.0,,,,,,0 1,11 36,1 0,0 0
8615,,Melissa Mullins,Irina Alekseeva,0.0,52.0,,,,0.0,,0.0,,,,,,0 1,52 48,0 1,0 0
8616,,Ananias Mulumba,Marwan Rahiki,2.0,44.0,,,,0.0,,1.0,,,,,,2 2,44 43,0 0,1 1
8617,,Pedro Munhoz,Aiemann Zahabi,0.0,95.0,,,,0.0,,0.0,,,,,,0 0,95 109,0 0,0 0
8618,,Pedro Munhoz,Kyler Phillips,0.0,52.0,,,,1.0,,0.0,,,,,,0 0,52 114,1 0,0 0
8619,,Pedro Munhoz,Marlon Vera,0.0,113.0,,,,0.0,,0.0,,,,,,0 0,113 141,0 0,0 0
5529,,Pedro Munhoz,Chris Gutierrez,1.0,60.0,,,,0.0,,0.0,,,,,,1 0,60 77,0 0,0 0
8620,,Pedro Munhoz,Sean O'Malley,0.0,26.0,,,,0.0,,0.0,,,,,,0 0,26 25,0 0,0 0
2917,,Pedro Munhoz,Dominick Cruz,1.0,74.0,,,,0.0,,0.0,,,,,,1 0,74 103,0 1,0 0
8621,,Pedro Munhoz,Jose Aldo,0.0,75.0,,,,0.0,,0.0,,,,,,0 0,75 114,0 0,0 0
8622,,Pedro Munhoz,Jimmie Rivera,0.0,94.0,,,,0.0,,0.0,,,,,,0 0,94 65,0 1,0 0
3850,,Pedro Munhoz,Frankie Edgar,0.0,166.0,,,,0.0,,0.0,,,,,,0 0,166 135,0 2,0 0
8623,,Pedro Munhoz,Aljamain Sterling,0.0,105.0,,,,0.0,,0.0,,,,,,0 0,105 174,0 0,0 0
4830,,Pedro Munhoz,Cody Garbrandt,1.0,25.0,,,,0.0,,0.0,,,,,,1 0,25 21,0 0,0 0
2047,,Pedro Munhoz,Bryan Caraway,1.0,35.0,,,,0.0,,0.0,,,,,,1 0,35 20,0 0,0 0
6517,,Pedro Munhoz,Brett Johns,3.0,117.0,,,,0.0,,1.0,,,,,,3 0,117 73,0 0,1 0
3556,,Pedro Munhoz,John Dodson,0.0,69.0,,,,1.0,,0.0,,,,,,0 0,69 76,1 0,0 0
4567,,Pedro Munhoz,Rob Font,0.0,20.0,,,,0.0,,1.0,,,,,,0 0,20 30,0 0,1 0
8624,,Pedro Munhoz,Damian Stasiak,0.0,65.0,,,,3.0,,1.0,,,,,,0 0,65 44,3 2,1 0
8625,,Pedro Munhoz,Justin Scoggins,0.0,28.0,,,,0.0,,1.0,,,,,,0 0,28 44,0 1,1 0
3515,,Pedro Munhoz,Russell Doane,0.0,14.0,,,,1.0,,1.0,,,,,,0 0,14 18,1 0,1 0
8626,,Pedro Munhoz,Jimmie Rivera,0.0,66.0,,,,0.0,,0.0,,,,,,0 0,66 96,0 0,0 0
8627,,Pedro Munhoz,Jerrod Sanders,0.0,2.0,,,,0.0,,1.0,,,,,,0 0,2 1,0 0,1 0
6019,,Pedro Munhoz,Matt Hobar,0.0,24.0,,,,2.0,,1.0,,,,,,0 0,24 7,2 0,1 0
281,,Pedro Munhoz,Raphael Assuncao,0.0,33.0,,,,0.0,,1.0,,,,,,0 0,33 100,0 3,1 0
8628,,Andre Muniz,Edmen Shahbazyan,0.0,15.0,,,,1.0,,0.0,,,,,,0 1,15 25,1 0,0 0
8629,,Andre Muniz,Ikram Aliskerov,0.0,16.0,,,,0.0,,0.0,,,,,,0 1,16 44,0 0,0 0
8630,,Andre Muniz,JunYong Park,0.0,14.0,,,,11.0,,0.0,,,,,,0 0,14 27,11 0,0 0
2851,,Andre Muniz,Paul Craig,0.0,24.0,,,,2.0,,0.0,,,,,,0 0,24 40,2 2,0 1
8631,,Andre Muniz,Brendan Allen,0.0,43.0,,,,0.0,,0.0,,,,,,0 0,43 42,0 1,0 2
5565,,Andre Muniz,Uriah Hall,0.0,17.0,,,,4.0,,0.0,,,,,,0 0,17 6,4 0,0 0
8632,,Andre Muniz,Eryk Anders,0.0,8.0,,,,2.0,,2.0,,,,,,0 0,8 3,2 0,2 0
8633,,Andre Muniz,Jacare Souza,0.0,7.0,,,,2.0,,1.0,,,,,,0 0,7 11,2 1,1 0
4239,,Andre Muniz,Bartosz Fabinski,0.0,4.0,,,,0.0,,2.0,,,,,,0 0,4 5,0 1,2 0
217,,Andre Muniz,Antonio Arroyo,0.0,22.0,,,,3.0,,2.0,,,,,,0 0,22 29,3 1,2 0
6587,,Andre Muniz,Taylor Johnson,0.0,2.0,,,,0.0,,1.0,,,,,,0 0,2 9,0 1,1 0
263,,Andre Muniz,Bruno Assis,0.0,48.0,,,,3.0,,0.0,,,,,,0 0,48 19,3 2,0 1
595,,Mark Munoz,Luke Barnatt,0.0,35.0,,,,9.0,,0.0,,,,,,0 0,35 42,9 1,0 0
2113,,Mark Munoz,Roan Carneiro,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 1,0 0,0 1
8584,,Mark Munoz,Gegard Mousasi,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 18,0 0,0 2
7728,,Mark Munoz,Lyoto Machida,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 5,0 0,0 0
1184,,Mark Munoz,Tim Boetsch,0.0,69.0,,,,5.0,,2.0,,,,,,0 0,69 23,5 1,2 3
8634,,Mark Munoz,Chris Weidman,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 28,0 2,0 2
7329,,Mark Munoz,Chris Leben,0.0,39.0,,,,5.0,,0.0,,,,,,0 0,39 12,5 2,0 2
7832,,Mark Munoz,Demian Maia,0.0,44.0,,,,3.0,,1.0,,,,,,0 0,44 32,3 0,1 2
3596,,Mark Munoz,CB Dollaway,1.0,4.0,,,,0.0,,0.0,,,,,,1 0,4 2,0 1,0 0
8635,,Mark Munoz,Aaron Simpson,0.0,76.0,,,,1.0,,0.0,,,,,,0 0,76 43,1 5,0 0
8636,,Mark Munoz,Yushin Okami,1.0,16.0,,,,1.0,,0.0,,,,,,1 1,16 22,1 1,0 0
5418,,Mark Munoz,Kendall Grove,0.0,25.0,,,,1.0,,0.0,,,,,,0 1,25 9,1 0,0 3
6492,,Mark Munoz,Ryan Jensen,0.0,16.0,,,,1.0,,0.0,,,,,,0 0,16 9,1 0,0 1
2230,,Mark Munoz,Nick Catone,0.0,53.0,,,,2.0,,2.0,,,,,,0 0,53 38,2 3,2 1
5609,,Mark Munoz,Matt Hamill,0.0,14.0,,,,0.0,,0.0,,,,,,0 1,14 23,0 0,0 0
681,,Mark Munoz,Ricardo Barros,0.0,20.0,,,,0.0,,0.0,,,,,,0 0,20 0,0 0,0 0
5402,,Mark Munoz,Chuck Grigsby,0.0,14.0,,,,1.0,,0.0,,,,,,0 0,14 3,1 0,0 0
3292,,Alexander Munoz,Carl Deaton,1.0,44.0,,,,3.0,,0.0,,,,,,1 0,44 37,3 0,0 0
8637,,Alexander Munoz,Luis Pena,0.0,80.0,,,,4.0,,0.0,,,,,,0 0,80 90,4 0,0 0
5642,,Alexander Munoz,Nasrat Haqparast,0.0,37.0,,,,1.0,,0.0,,,,,,0 0,37 104,1 0,0 0
8638,,Alexander Munoz,Nick Newell,0.0,61.0,,,,4.0,,0.0,,,,,,0 0,61 53,4 0,0 0
76,,Johnny Munoz,Aoriqileng,0.0,7.0,,,,4.0,,3.0,,,,,,0 1,7 44,4 2,3 0
8639,,Johnny Munoz,Daniel Santos,0.0,18.0,,,,1.0,,1.0,,,,,,0 0,18 50,1 3,1 0
8640,,Johnny Munoz,Liudvik Sholinian,0.0,78.0,,,,2.0,,0.0,,,,,,0 0,78 56,2 0,0 0
5301,,Johnny Munoz,Tony Gravely,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 5,0 0,0 0
8641,,Johnny Munoz,Jamey Simmons,0.0,14.0,,,,2.0,,3.0,,,,,,0 0,14 7,2 0,3 0
7886,,Johnny Munoz,Nate Maness,0.0,49.0,,,,2.0,,1.0,,,,,,0 0,49 21,2 1,1 0
8642,,Olivier Murad,Xie Bin,1.0,39.0,,,,1.0,,0.0,,,,,,1 0,39 33,1 4,0 0
6912,,Makhmud Muradov,Aliaskhab Khizriev,0.0,1.0,,,,0.0,,0.0,,,,,,0 0,1 1,0 0,0 0
515,,Makhmud Muradov,Bryan Barberena,2.0,54.0,,,,13.0,,0.0,,,,,,2 0,54 28,13 0,0 0
1276,,Makhmud Muradov,Caio Borralho,0.0,14.0,,,,2.0,,0.0,,,,,,0 0,14 19,2 1,0 2
8210,,Makhmud Muradov,Gerald Meerschaert,0.0,40.0,,,,0.0,,0.0,,,,,,0 0,40 32,0 3,0 1
8643,,Makhmud Muradov,Andrew Sanchez,0.0,79.0,,,,0.0,,0.0,,,,,,0 0,79 48,0 0,0 0
8644,,Makhmud Muradov,Trevor Smith,1.0,91.0,,,,1.0,,1.0,,,,,,1 0,91 39,1 0,1 0
3390,,Makhmud Muradov,Alessio Di Chirico,0.0,54.0,,,,0.0,,0.0,,,,,,0 0,54 36,0 0,0 0
8645,,Kazunari Murakami,Masaaki Satake,0.0,2.0,,,,1.0,,0.0,,,,,,0 0,2 13,1 0,0 0
3512,,Kazunari Murakami,John Dixson,0.0,5.0,,,,1.0,,1.0,,,,,,0 0,5 3,1 1,1 0
8646,,Ryuichi Murata,Kazuki Okubo,0.0,8.0,,,,3.0,,2.0,,,,,,0 0,8 18,3 0,2 2
3339,,Kanako Murata,Vanessa Demopoulos,0.0,34.0,,,,5.0,,0.0,,,,,,0 0,34 31,5 0,0 0
6437,,Kanako Murata,Virna Jandiroba,0.0,23.0,,,,0.0,,0.0,,,,,,0 0,23 36,0 0,0 1
7918,,Kanako Murata,Randa Markos,0.0,29.0,,,,4.0,,2.0,,,,,,0 0,29 29,4 0,2 0
8647,,Vince Murdock,Luis Saldana,0.0,13.0,,,,0.0,,0.0,,,,,,0 1,13 77,0 0,0 0
8648,,Samandar Murodov,Jonathan Piersma,0.0,13.0,,,,7.0,,1.0,,,,,,0 0,13 6,7 0,1 3
8649,,Samandar Murodov,Gian Siqueira,0.0,17.0,,,,1.0,,1.0,,,,,,0 0,17 4,1 0,1 0
7216,,Tom Murphy,Icho Larenas,0.0,30.0,,,,6.0,,2.0,,,,,,0 0,30 2,6 0,2 0
8650,,Ian Murphy,Jacare Souza,0.0,0.0,,,,1.0,,0.0,,,,,,0 0,0 7,1 1,0 2
8651,,Jon Murphy,Brett Rogers,0.0,4.0,,,,0.0,,0.0,,,,,,0 1,4 9,0 0,0 0
8577,,Lauren Murphy,Eduarda Moura,0.0,38.0,,,,2.0,,2.0,,,,,,0 0,38 64,2 2,2 0
8652,,Lauren Murphy,Jessica Andrade,0.0,100.0,,,,0.0,,0.0,,,,,,0 0,100 231,0 1,0 0
8653,,Lauren Murphy,Miesha Tate,0.0,102.0,,,,2.0,,0.0,,,,,,0 0,102 85,2 0,0 0
8654,,Lauren Murphy,Joanne Wood,0.0,80.0,,,,1.0,,0.0,,,,,,0 0,80 123,1 0,0 0
8655,,Lauren Murphy,Liliya Shakirova,0.0,22.0,,,,1.0,,1.0,,,,,,0 0,22 23,1 0,1 0
8442,,Lauren Murphy,Roxanne Modafferi,0.0,72.0,,,,2.0,,0.0,,,,,,0 0,72 44,2 0,0 0
7379,,Lauren Murphy,Andrea Lee,0.0,80.0,,,,2.0,,0.0,,,,,,0 0,80 104,2 0,0 1
8656,,Lauren Murphy,Mara Romero Borella,1.0,24.0,,,,0.0,,0.0,,,,,,1 0,24 22,0 1,0 0
4155,,Lauren Murphy,Sijara Eubanks,0.0,49.0,,,,0.0,,0.0,,,,,,0 0,49 75,0 2,0 0
6107,,Lauren Murphy,Barb Honchak,0.0,59.0,,,,2.0,,0.0,,,,,,0 0,59 71,2 0,0 2
2284,,Lauren Murphy,Katlyn Cerminara,0.0,38.0,,,,1.0,,0.0,,,,,,0 0,38 45,1 0,0 0
4265,,Lauren Murphy,Kelly Faszholz,0.0,95.0,,,,1.0,,0.0,,,,,,0 0,95 76,1 0,0 0
2104,,Lauren Murphy,Liz Carmouche,0.0,46.0,,,,2.0,,0.0,,,,,,0 0,46 38,2 2,0 0
8161,,Lauren Murphy,Sara McMann,0.0,48.0,,,,0.0,,0.0,,,,,,0 0,48 38,0 5,0 0
8110,,Patrick Murphy,Josh McDonald,0.0,51.0,,,,0.0,,1.0,,,,,,0 0,51 12,0 9,1 0
8657,,Patrick Murphy,Joel Thomas,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
8658,,Lerone Murphy,Aaron Pico,1.0,8.0,,,,0.0,,1.0,,,,,,1 0,8 13,0 2,1 0
4054,,Lerone Murphy,Josh Emmett,0.0,84.0,,,,0.0,,0.0,,,,,,0 0,84 41,0 4,0 0
6252,,Lerone Murphy,Dan Ige,0.0,52.0,,,,3.0,,0.0,,,,,,0 1,52 46,3 1,0 0
542,,Lerone Murphy,Edson Barboza,0.0,220.0,,,,4.0,,0.0,,,,,,0 0,220 79,4 0,0 0
2932,,Lerone Murphy,Josh Culibao,1.0,59.0,,,,3.0,,2.0,,,,,,1 0,59 23,3 0,2 0
8659,,Lerone Murphy,Gabriel Santos,0.0,93.0,,,,1.0,,0.0,,,,,,0 0,93 69,1 5,0 0
8660,,Lerone Murphy,Makwan Amirkhani,1.0,4.0,,,,0.0,,0.0,,,,,,1 0,4 4,0 5,0 0
8661,,Lerone Murphy,Douglas Silva de Andrade,0.0,48.0,,,,1.0,,0.0,,,,,,0 0,48 39,1 1,0 0
8662,,Lerone Murphy,Ricardo Ramos,0.0,22.0,,,,1.0,,0.0,,,,,,0 0,22 10,1 0,0 0
8663,,Lerone Murphy,Zubaira Tukhugov,0.0,28.0,,,,0.0,,2.0,,,,,,0 1,28 22,0 6,2 0
8664,,Lee Murray,Anderson Silva,0.0,6.0,,,,1.0,,0.0,,,,,,0 1,6 53,1 3,0 0
8665,,Lee Murray,Jorge Rivera,0.0,0.0,,,,0.0,,2.0,,,,,,0 0,0 2,0 1,2 0
1279,,Jesse Murray,Caio Borralho,0.0,4.0,,,,0.0,,0.0,,,,,,0 1,4 13,0 0,0 0
3587,,Khalid Murtazaliev,CB Dollaway,0.0,48.0,,,,5.0,,0.0,,,,,,0 0,48 4,5 2,0 3
8666,,Azamat Murzakanov,Aleksandar Rakic,1.0,3.0,,,,0.0,,0.0,,,,,,1 0,3 9,0 0,0 0
8667,,Azamat Murzakanov,Brendson Ribeiro,1.0,27.0,,,,0.0,,0.0,,,,,,1 0,27 8,0 0,0 0
8260,,Azamat Murzakanov,Alonzo Menifield,1.0,45.0,,,,0.0,,0.0,,,,,,1 0,45 15,0 0,0 0
6424,,Azamat Murzakanov,Dustin Jacoby,1.0,67.0,,,,1.0,,0.0,,,,,,1 0,67 64,1 1,0 0
2522,,Azamat Murzakanov,Devin Clark,1.0,79.0,,,,0.0,,0.0,,,,,,1 0,79 14,0 0,0 0
8668,,Azamat Murzakanov,Tafon Nchukwi,1.0,28.0,,,,1.0,,0.0,,,,,,1 0,28 43,1 0,0 0
8669,,Azamat Murzakanov,Matheus Scheffel,1.0,9.0,,,,0.0,,0.0,,,,,,1 0,9 4,0 0,0 0
8670,,Josias Musasa,Colby Thicknesse,0.0,43.0,,,,1.0,,0.0,,,,,,0 0,43 62,1 2,0 1
8671,,Josias Musasa,Carlos Vera,0.0,13.0,,,,0.0,,0.0,,,,,,0 1,13 16,0 0,0 2
8672,,Josias Musasa,Otari Tanzilovi,0.0,50.0,,,,1.0,,1.0,,,,,,0 0,50 68,1 4,1 0
8673,,Tofiq Musayev,Myktybek Orolbai,0.0,2.0,,,,0.0,,0.0,,,,,,0 0,2 2,0 3,0 1
8674,,Nicholas Musoke,Bojan Velickovic,0.0,49.0,,,,1.0,,0.0,,,,,,0 1,49 53,1 1,0 0
8675,,Nicholas Musoke,Albert Tumenov,0.0,65.0,,,,0.0,,0.0,,,,,,0 0,65 87,0 0,0 0
8676,,Nicholas Musoke,Alexander Yakovlev,0.0,70.0,,,,0.0,,0.0,,,,,,0 0,70 44,0 0,0 0
4910,,Nicholas Musoke,Kelvin Gastelum,0.0,36.0,,,,2.0,,0.0,,,,,,0 0,36 67,2 0,0 0
8677,,Nicholas Musoke,Viscardi Andrade,0.0,45.0,,,,2.0,,0.0,,,,,,0 1,45 24,2 1,0 0
8678,,Nicholas Musoke,Alessio Sakara,0.0,12.0,,,,1.0,,1.0,,,,,,0 0,12 20,1 1,1 0
8679,,Andre Mussi,Brandon Vera,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 9,0 0,0 0
8680,,Magomed Mustafaev,Brad Riddell,0.0,28.0,,,,8.0,,0.0,,,,,,0 1,28 38,8 1,0 0
4516,,Magomed Mustafaev,Rafael Fiziev,1.0,10.0,,,,0.0,,0.0,,,,,,1 0,10 1,0 0,0 0
7367,,Magomed Mustafaev,Kevin Lee,0.0,20.0,,,,0.0,,1.0,,,,,,0 0,20 20,0 7,1 2
8681,,Magomed Mustafaev,Joe Proctor,1.0,18.0,,,,0.0,,0.0,,,,,,1 0,18 9,0 0,0 0
5593,,Magomed Mustafaev,Piotr Hallmann,0.0,18.0,,,,0.0,,0.0,,,,,,0 0,18 29,0 2,0 0
8682,,Max Mustaki,Jalin Turner,0.0,41.0,,,,0.0,,0.0,,,,,,0 1,41 65,0 1,0 0
8683,,Elvis Mutapcic,Anthony Smith,0.0,29.0,,,,0.0,,0.0,,,,,,0 1,29 48,0 0,0 1
2167,,Elvis Mutapcic,Kevin Casey,0.0,64.0,,,,0.0,,0.0,,,,,,0 0,64 59,0 2,0 0
687,,Elvis Mutapcic,Francimar Barroso,0.0,38.0,,,,0.0,,0.0,,,,,,0 0,38 57,0 1,0 0
2573,,Fiona Muxlow,Marloes Coenen,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 19,0 0,0 4
8684,,Ho Bae Myeon,Marius Zaromskis,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 1,0 0,0 0
8685,,Katsuhiko Nagata,Vitor Ribeiro,0.0,6.0,,,,0.0,,0.0,,,,,,0 0,6 9,0 0,0 0
60,,Katsuhiko Nagata,Shinya Aoki,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 8,0 2,0 2
8686,,Katsuhiko Nagata,Artur Oumakhanov,0.0,25.0,,,,2.0,,0.0,,,,,,0 0,25 18,2 3,0 0
8687,,Katsuhiko Nagata,Yoshihiro Akiyama,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 11,0 0,0 0
4036,,Yuji Nagata,Fedor Emelianenko,0.0,2.0,,,,0.0,,0.0,,,,,,0 2,2 15,0 0,0 0
4447,,Yuji Nagata,Mirko Filipovic,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 5,0 0,0 0
8688,,Greg Nagy,Herschel Walker,0.0,5.0,,,,0.0,,1.0,,,,,,0 0,5 33,0 1,1 0
8689,,Muhammad Naimov,Mairon Santos,0.0,18.0,,,,0.0,,0.0,,,,,,0 1,18 27,0 0,0 0
5257,,Muhammad Naimov,Bogdan Grad,0.0,18.0,,,,1.0,,1.0,,,,,,0 0,18 31,1 3,1 0
8690,,Muhammad Naimov,Kaan Ofli,0.0,32.0,,,,2.0,,0.0,,,,,,0 0,32 31,2 0,0 0
7545,,Muhammad Naimov,Felipe Lima,0.0,30.0,,,,1.0,,0.0,,,,,,0 0,30 37,1 1,0 1
8691,,Muhammad Naimov,Erik Silva,0.0,1.0,,,,1.0,,0.0,,,,,,0 0,1 0,1 0,0 0
8692,,Muhammad Naimov,Nathaniel Wood,0.0,48.0,,,,4.0,,0.0,,,,,,0 0,48 50,4 2,0 0
8606,,Muhammad Naimov,Jamie Mullarkey,1.0,28.0,,,,0.0,,0.0,,,,,,1 0,28 39,0 3,0 0
4,,Muhammad Naimov,Collin Anglin,0.0,52.0,,,,0.0,,0.0,,,,,,0 0,52 88,0 3,0 0
7271,,Yukiya Naito,Muhammed Lawal,0.0,6.0,,,,0.0,,0.0,,,,,,0 1,6 20,0 0,0 0
4924,,Yura Naito,Ateba Gautier,0.0,11.0,,,,1.0,,0.0,,,,,,0 1,11 48,1 0,0 0
2462,,Andrews Nakahara,Ryo Chonan,0.0,33.0,,,,0.0,,1.0,,,,,,0 0,33 50,0 1,1 0
8693,,Andrews Nakahara,Shungo Oyama,1.0,13.0,,,,0.0,,0.0,,,,,,1 0,13 1,0 0,0 0
8694,,Andrews Nakahara,Dong Sik Yoon,1.0,36.0,,,,0.0,,0.0,,,,,,1 0,36 10,0 1,0 2
8695,,Andrews Nakahara,Kazushi Sakuraba,0.0,14.0,,,,0.0,,0.0,,,,,,0 0,14 7,0 3,0 2
8696,,Rin Nakai,Leslie Smith,0.0,31.0,,,,3.0,,1.0,,,,,,0 0,31 62,3 0,1 0
8697,,Rin Nakai,Miesha Tate,0.0,16.0,,,,3.0,,0.0,,,,,,0 0,16 55,3 1,0 0
5682,,Kazuhiro Nakamura,Gerald Harris,0.0,28.0,,,,1.0,,0.0,,,,,,0 0,28 30,1 4,0 0
8698,,Kazuhiro Nakamura,Karl Amoussou,0.0,40.0,,,,3.0,,0.0,,,,,,0 0,40 22,3 0,0 1
8699,,Kazuhiro Nakamura,Rameau Thierry Sokoudjou,0.0,6.0,,,,0.0,,0.0,,,,,,0 1,6 26,0 0,0 0
7732,,Kazuhiro Nakamura,Lyoto Machida,0.0,15.0,,,,2.0,,0.0,,,,,,0 0,15 70,2 2,0 1
8700,,Kazuhiro Nakamura,Mauricio Rua,0.0,25.0,,,,2.0,,0.0,,,,,,0 0,25 68,2 8,0 2
4764,,Kazuhiro Nakamura,Travis Galbraith,2.0,11.0,,,,2.0,,1.0,,,,,,2 0,11 11,2 1,1 1
8701,,Kazuhiro Nakamura,Yoshihiro Nakao,0.0,61.0,,,,0.0,,0.0,,,,,,0 0,61 30,0 0,0 0
8702,,Kazuhiro Nakamura,Evangelista Santos,0.0,12.0,,,,1.0,,2.0,,,,,,0 0,12 0,1 0,2 0
621,,Kazuhiro Nakamura,Josh Barnett,0.0,1.0,,,,1.0,,0.0,,,,,,0 0,1 21,1 1,0 3
7047,,Kazuhiro Nakamura,Yuki Kondo,0.0,43.0,,,,2.0,,0.0,,,,,,0 1,43 27,2 1,0 0
8703,,Kazuhiro Nakamura,Igor Vovchanchyn,0.0,4.0,,,,0.0,,1.0,,,,,,0 0,4 9,0 1,1 0
8704,,Kazuhiro Nakamura,Wanderlei Silva,0.0,8.0,,,,0.0,,0.0,,,,,,0 2,8 29,0 0,0 0
8705,,Kazuhiro Nakamura,Kevin Randleman,0.0,30.0,,,,2.0,,2.0,,,,,,0 0,30 9,2 4,2 0
7404,,Kazuhiro Nakamura,Stefan Leko,0.0,9.0,,,,1.0,,0.0,,,,,,0 0,9 0,1 0,0 0
5796,,Kazuhiro Nakamura,Dan Henderson,0.0,4.0,,,,0.0,,0.0,,,,,,0 0,4 7,0 0,0 0
1817,,Kazuhiro Nakamura,Murilo Bustamante,0.0,28.0,,,,4.0,,0.0,,,,,,0 0,28 15,4 2,0 1
8706,,Kazuhiro Nakamura,Rogerio Nogueira,0.0,23.0,,,,3.0,,0.0,,,,,,0 0,23 40,3 0,0 0
206,,Kazuhiro Nakamura,Chalid Arrab,0.0,1.0,,,,2.0,,2.0,,,,,,0 0,1 7,2 0,2 0
2045,,Kazuhiro Nakamura,Dos Caras Jr.,0.0,22.0,,,,3.0,,2.0,,,,,,0 0,22 16,3 0,2 0
5215,,Kazuhiro Nakamura,Daniel Gracie,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 18,0 0,0 1
8707,,Kazuhiro Nakamura,Rogerio Nogueira,0.0,6.0,,,,1.0,,0.0,,,,,,0 0,6 21,1 0,0 2
8708,,Keita Nakamura,Sultan Aliev,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 25,0 2,0 0
8709,,Keita Nakamura,Salim Touahri,1.0,41.0,,,,0.0,,0.0,,,,,,1 0,41 34,0 0,0 0
7966,,Keita Nakamura,Anthony Rocco Martin,0.0,24.0,,,,2.0,,0.0,,,,,,0 0,24 56,2 0,0 2
8552,,Keita Nakamura,Alex Morono,0.0,27.0,,,,2.0,,0.0,,,,,,0 0,27 38,2 0,0 0
8710,,Keita Nakamura,Elizeu Zaleski dos Santos,0.0,24.0,,,,5.0,,0.0,,,,,,0 0,24 34,5 1,0 2
8711,,Keita Nakamura,Kyle Noke,1.0,41.0,,,,0.0,,1.0,,,,,,1 0,41 44,0 2,1 0
1415,,Keita Nakamura,Tom Breese,0.0,6.0,,,,3.0,,1.0,,,,,,0 0,6 32,3 0,1 1
7502,,Keita Nakamura,Li Jingliang,1.0,40.0,,,,0.0,,1.0,,,,,,1 1,40 79,0 1,1 0
8002,,Keita Nakamura,Adriano Martins,0.0,47.0,,,,1.0,,0.0,,,,,,0 1,47 27,1 0,0 0
4045,,Keita Nakamura,Rob Emerson,1.0,57.0,,,,4.0,,0.0,,,,,,1 0,57 81,4 0,0 0
4360,,Keita Nakamura,Drew Fickett,0.0,32.0,,,,2.0,,0.0,,,,,,0 0,32 79,2 2,0 0
7235,,Keita Nakamura,Brock Larson,0.0,16.0,,,,0.0,,1.0,,,,,,0 0,16 22,0 5,1 0
6924,,Daisuke Nakamura,Katsunori Kikuno,0.0,28.0,,,,0.0,,1.0,,,,,,0 0,28 42,0 3,1 1
8712,,Daisuke Nakamura,Justin Wilcox,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
6315,,Daisuke Nakamura,Mitsuhiro Ishida,0.0,4.0,,,,0.0,,2.0,,,,,,0 0,4 16,0 5,2 0
8713,,Daisuke Nakamura,Hideo Tokoro,0.0,0.0,,,,1.0,,2.0,,,,,,0 0,0 0,1 0,2 1
8714,,Daisuke Nakamura,Andy Ologun,0.0,2.0,,,,0.0,,3.0,,,,,,0 0,2 4,0 0,3 0
6696,,Daisuke Nakamura,Bu-Kyung Jung,2.0,23.0,,,,0.0,,5.0,,,,,,2 0,23 17,0 1,5 0
6271,,Daisuke Nakamura,Seichi Ikemoto,0.0,1.0,,,,1.0,,3.0,,,,,,0 0,1 2,1 1,3 0
324,,Daisuke Nakamura,Marcus Aurelio,0.0,4.0,,,,0.0,,0.0,,,,,,0 0,4 10,0 4,0 2
8715,,Yusaku Nakamura,Atsushi Yamamoto,1.0,15.0,,,,0.0,,0.0,,,,,,1 0,15 32,0 1,0 0
4521,,Rinya Nakamura,Nathan Fletcher,1.0,12.0,,,,0.0,,0.0,,,,,,1 0,12 3,0 0,0 0
4754,,Rinya Nakamura,Muin Gafurov,0.0,31.0,,,,0.0,,1.0,,,,,,0 1,31 37,0 0,1 0
8716,,Rinya Nakamura,Carlos Vera,0.0,38.0,,,,3.0,,0.0,,,,,,0 0,38 12,3 0,0 0
4882,,Rinya Nakamura,Fernie Garcia,0.0,36.0,,,,4.0,,3.0,,,,,,0 0,36 15,4 0,3 1
8717,,Rinya Nakamura,Shohei Nose,2.0,22.0,,,,0.0,,0.0,,,,,,2 0,22 16,0 0,0 0
