fight_id,source_url,fighter,opponent,knockdowns,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,takedowns_landed,takedowns_attempted,submission_attempts,reversals,control_seconds,head_landed,body_landed,leg_landed,raw_kd,raw_str,raw_td,raw_sub
224,,Teddy Ash,Dusko Todorovic,0.0,109.0,,,,0.0,,0.0,,,,,,0 0,109 102,0 0,0 0
225,,Yanal Ashmouz,Quillan Salkilld,0.0,41.0,,,,0.0,,0.0,,,,,,0 0,41 79,0 8,0 0
226,,Yanal Ashmouz,Trevor Peek,0.0,42.0,,,,9.0,,0.0,,,,,,0 0,42 55,9 0,0 0
227,,Yanal Ashmouz,Chris Duncan,0.0,35.0,,,,0.0,,0.0,,,,,,0 0,35 85,0 2,0 0
228,,Yanal Ashmouz,Sam Patterson,0.0,15.0,,,,1.0,,0.0,,,,,,0 0,15 2,1 0,0 0
229,,Askar Askarov,Kai Kara-France,0.0,27.0,,,,2.0,,2.0,,,,,,0 0,27 51,2 0,2 0
230,,Askar Askarov,Joseph Benavidez,0.0,58.0,,,,5.0,,0.0,,,,,,0 0,58 46,5 0,0 0
231,,Askar Askarov,Alexandre Pantoja,0.0,41.0,,,,2.0,,0.0,,,,,,0 0,41 32,2 1,0 0
232,,Askar Askarov,Tim Elliott,0.0,73.0,,,,0.0,,0.0,,,,,,0 0,73 47,0 3,0 0
233,,Askar Askarov,Brandon Moreno,0.0,30.0,,,,4.0,,0.0,,,,,,0 1,30 34,4 1,0 0
234,,Cyril Asker,Tai Tuivasa,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 38,0 0,0 0
235,,Cyril Asker,Hu Yaozong,0.0,20.0,,,,4.0,,1.0,,,,,,0 0,20 8,4 0,1 1
236,,Cyril Asker,Walt Harris,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 21,0 0,0 0
237,,Cyril Asker,Dmitrii Smoliakov,0.0,19.0,,,,1.0,,0.0,,,,,,0 0,19 5,1 0,0 0
238,,Cyril Asker,Jared Cannonier,0.0,13.0,,,,0.0,,0.0,,,,,,0 1,13 27,0 0,0 0
239,,Khusein Askhabov,Jamall Emmers,0.0,30.0,,,,0.0,,0.0,,,,,,0 0,30 62,0 1,0 0
240,,Scott Askham,Brad Scott,0.0,86.0,,,,1.0,,0.0,,,,,,0 1,86 72,1 0,0 0
241,,Scott Askham,Jack Hermansson,0.0,37.0,,,,0.0,,2.0,,,,,,0 0,37 88,0 1,2 0
242,,Scott Askham,Chris Dempsey,1.0,7.0,,,,1.0,,0.0,,,,,,1 0,7 6,1 1,0 0
243,,Scott Askham,Krzysztof Jotko,0.0,22.0,,,,0.0,,1.0,,,,,,0 0,22 38,0 2,1 0
244,,Scott Askham,Antonio Dos Santos,2.0,11.0,,,,0.0,,0.0,,,,,,2 0,11 11,0 0,0 0
245,,Scott Askham,Magnus Cedenblad,1.0,42.0,,,,0.0,,0.0,,,,,,1 0,42 23,0 3,0 0
246,,Ben Askren,Demian Maia,0.0,63.0,,,,4.0,,0.0,,,,,,0 0,63 69,4 0,0 1
247,,Ben Askren,Jorge Masvidal,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 3,0 0,0 0
248,,Ben Askren,Robbie Lawler,0.0,0.0,,,,1.0,,1.0,,,,,,0 0,0 26,1 1,1 0
249,,Ibo Aslan,Iwo Baraniewski,1.0,30.0,,,,0.0,,0.0,,,,,,1 2,30 22,0 0,0 0
250,,Ibo Aslan,Billy Elekana,0.0,28.0,,,,0.0,,0.0,,,,,,0 0,28 35,0 0,0 0
251,,Ibo Aslan,Ion Cutelaba,0.0,15.0,,,,0.0,,0.0,,,,,,0 0,15 14,0 2,0 1
252,,Ibo Aslan,Rafael Cerqueira,0.0,28.0,,,,0.0,,0.0,,,,,,0 0,28 1,0 0,0 0
253,,Ibo Aslan,Anton Turkalj,1.0,74.0,,,,0.0,,0.0,,,,,,1 0,74 55,0 0,0 0
254,,Ibo Aslan,Paulo Renato Junior,1.0,21.0,,,,0.0,,0.0,,,,,,1 0,21 8,0 0,0 0
255,,Tom Aspinall,Marcin Tybura,1.0,13.0,,,,0.0,,0.0,,,,,,1 0,13 4,0 0,0 0
256,,Tom Aspinall,Curtis Blaydes,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 4,0 0,0 0
257,,Tom Aspinall,Alexander Volkov,0.0,29.0,,,,2.0,,1.0,,,,,,0 0,29 13,2 0,1 0
258,,Tom Aspinall,Serghei Spivac,1.0,16.0,,,,0.0,,0.0,,,,,,1 0,16 0,0 0,0 0
149,,Tom Aspinall,Andrei Arlovski,0.0,37.0,,,,1.0,,1.0,,,,,,0 0,37 20,1 0,1 0
259,,Tom Aspinall,Alan Baudot,0.0,16.0,,,,1.0,,0.0,,,,,,0 0,16 3,1 0,0 0
260,,Tom Aspinall,Jake Collier,1.0,10.0,,,,0.0,,0.0,,,,,,1 0,10 3,0 0,0 0
261,,Steven Asplund,Sean Sharaf,0.0,170.0,,,,0.0,,0.0,,,,,,0 0,170 66,0 0,0 0
262,,Steven Asplund,Anthony Guarascio,1.0,11.0,,,,0.0,,0.0,,,,,,1 0,11 2,0 0,0 0
263,,Bruno Assis,Andre Muniz,0.0,19.0,,,,2.0,,1.0,,,,,,0 0,19 48,2 3,1 0
264,,Junior Assuncao,Ross Pearson,0.0,43.0,,,,3.0,,0.0,,,,,,0 0,43 52,3 1,0 0
265,,Junior Assuncao,Eddie Yagin,0.0,63.0,,,,3.0,,0.0,,,,,,0 0,63 10,3 0,0 2
266,,Junior Assuncao,Nate Diaz,0.0,7.0,,,,1.0,,0.0,,,,,,0 1,7 10,1 1,0 3
267,,Junior Assuncao,David Lee,1.0,29.0,,,,0.0,,2.0,,,,,,1 0,29 12,0 0,2 0
268,,Junior Assuncao,Kurt Pellegrino,0.0,1.0,,,,0.0,,0.0,,,,,,0 0,1 5,0 1,0 1
269,,Raphael Assuncao,Davey Grant,0.0,42.0,,,,5.0,,0.0,,,,,,0 1,42 65,5 0,0 1
270,,Raphael Assuncao,Victor Henry,0.0,60.0,,,,2.0,,0.0,,,,,,0 0,60 55,2 0,0 0
271,,Raphael Assuncao,Ricky Simon,0.0,7.0,,,,0.0,,0.0,,,,,,0 1,7 18,0 2,0 0
272,,Raphael Assuncao,Cody Garbrandt,0.0,17.0,,,,0.0,,0.0,,,,,,0 1,17 19,0 0,0 0
273,,Raphael Assuncao,Cory Sandhagen,0.0,45.0,,,,4.0,,0.0,,,,,,0 0,45 62,4 0,0 0
274,,Raphael Assuncao,Marlon Moraes,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 10,0 0,0 1
275,,Raphael Assuncao,Rob Font,0.0,54.0,,,,2.0,,0.0,,,,,,0 0,54 20,2 0,0 0
276,,Raphael Assuncao,Matthew Lopez,1.0,46.0,,,,0.0,,0.0,,,,,,1 0,46 34,0 1,0 0
277,,Raphael Assuncao,Marlon Moraes,0.0,43.0,,,,0.0,,0.0,,,,,,0 0,43 44,0 0,0 0
278,,Raphael Assuncao,Aljamain Sterling,0.0,39.0,,,,0.0,,0.0,,,,,,0 0,39 52,0 0,0 0
279,,Raphael Assuncao,TJ Dillashaw,0.0,49.0,,,,0.0,,0.0,,,,,,0 0,49 64,0 1,0 0
280,,Raphael Assuncao,Bryan Caraway,0.0,75.0,,,,2.0,,0.0,,,,,,0 0,75 39,2 2,0 0
281,,Raphael Assuncao,Pedro Munhoz,0.0,100.0,,,,3.0,,0.0,,,,,,0 0,100 33,3 0,0 1
282,,Raphael Assuncao,TJ Dillashaw,0.0,32.0,,,,0.0,,1.0,,,,,,0 0,32 29,0 2,1 3
283,,Raphael Assuncao,Vaughan Lee,0.0,17.0,,,,3.0,,1.0,,,,,,0 0,17 14,3 0,1 0
284,,Raphael Assuncao,Mike Easton,0.0,57.0,,,,0.0,,0.0,,,,,,0 0,57 30,0 0,0 0
285,,Raphael Assuncao,Issei Tamura,1.0,39.0,,,,0.0,,0.0,,,,,,1 0,39 5,0 0,0 0
286,,Raphael Assuncao,Johnny Eduardo,0.0,53.0,,,,3.0,,0.0,,,,,,0 0,53 28,3 0,0 1
287,,Raphael Assuncao,Erik Koch,0.0,9.0,,,,0.0,,0.0,,,,,,0 1,9 4,0 0,0 0
288,,Raphael Assuncao,LC Davis,0.0,47.0,,,,4.0,,0.0,,,,,,0 0,47 18,4 0,0 0
289,,Raphael Assuncao,Diego Nunes,0.0,34.0,,,,2.0,,0.0,,,,,,0 0,34 37,2 0,0 0
290,,Raphael Assuncao,Urijah Faber,0.0,14.0,,,,0.0,,0.0,,,,,,0 2,14 28,0 2,0 2
291,,Raphael Assuncao,Yves Jabouin,0.0,35.0,,,,1.0,,1.0,,,,,,0 0,35 26,1 1,1 0
292,,Raphael Assuncao,Jameel Massouh,1.0,53.0,,,,2.0,,2.0,,,,,,1 0,53 19,2 0,2 1
293,,Michael Aswell Jr.,Lucas Almeida,2.0,30.0,,,,0.0,,0.0,,,,,,2 0,30 9,0 0,0 0
294,,Michael Aswell Jr.,Bolaji Oki,0.0,118.0,,,,0.0,,0.0,,,,,,0 0,118 136,0 0,0 0
295,,Michael Aswell Jr.,Bogdan Grad,0.0,155.0,,,,0.0,,0.0,,,,,,0 0,155 102,0 3,0 0
296,,Bazigit Atajev,Alistair Overeem,0.0,13.0,,,,1.0,,0.0,,,,,,0 1,13 47,1 2,0 2
297,,Rich Attonito,Jake Hecht,0.0,17.0,,,,1.0,,0.0,,,,,,0 0,17 33,1 0,0 0
298,,Rich Attonito,Daniel Roberts,1.0,66.0,,,,1.0,,0.0,,,,,,1 0,66 23,1 1,0 1
299,,Rich Attonito,David Branch,0.0,6.0,,,,0.0,,0.0,,,,,,0 0,6 16,0 4,0 0
300,,Rich Attonito,Rafael Natal,1.0,25.0,,,,0.0,,0.0,,,,,,1 0,25 28,0 2,0 0
301,,Rich Attonito,Jamie Yager,0.0,24.0,,,,1.0,,0.0,,,,,,0 0,24 29,1 0,0 0
302,,Olivier Aubin-Mercier,Arman Tsarukyan,0.0,23.0,,,,0.0,,0.0,,,,,,0 0,23 47,0 2,0 0
303,,Olivier Aubin-Mercier,Gilbert Burns,0.0,40.0,,,,0.0,,0.0,,,,,,0 1,40 76,0 3,0 0
304,,Olivier Aubin-Mercier,Alexander Hernandez,0.0,19.0,,,,2.0,,1.0,,,,,,0 0,19 39,2 4,1 0
305,,Olivier Aubin-Mercier,Evan Dunham,1.0,13.0,,,,0.0,,0.0,,,,,,1 0,13 4,0 0,0 0
306,,Olivier Aubin-Mercier,Anthony Rocco Martin,0.0,20.0,,,,4.0,,0.0,,,,,,0 0,20 15,4 0,0 1
307,,Olivier Aubin-Mercier,Drew Dober,0.0,27.0,,,,0.0,,1.0,,,,,,0 1,27 24,0 0,1 0
308,,Olivier Aubin-Mercier,Thibault Gouti,0.0,44.0,,,,3.0,,1.0,,,,,,0 0,44 29,3 0,1 0
309,,Olivier Aubin-Mercier,Diego Ferreira,0.0,49.0,,,,1.0,,0.0,,,,,,0 0,49 65,1 0,0 0
310,,Olivier Aubin-Mercier,Tony Sims,0.0,3.0,,,,6.0,,0.0,,,,,,0 0,3 23,6 0,0 1
311,,Olivier Aubin-Mercier,David Michaud,1.0,49.0,,,,3.0,,1.0,,,,,,1 0,49 17,3 0,1 0
312,,Olivier Aubin-Mercier,Jake Lindsey,0.0,31.0,,,,2.0,,1.0,,,,,,0 0,31 24,2 1,1 0
313,,Pat Audinwood,John Makdessi,0.0,19.0,,,,1.0,,0.0,,,,,,0 1,19 74,1 0,0 0
314,,Pat Audinwood,Thiago Tavares,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 7,0 2,0 1
52,,Marcus Aurelio,Shinya Aoki,0.0,3.0,,,,0.0,,1.0,,,,,,0 0,3 17,0 3,1 0
315,,Marcus Aurelio,Evan Dunham,0.0,27.0,,,,3.0,,1.0,,,,,,0 1,27 58,3 1,1 0
316,,Marcus Aurelio,Hermes Franca,0.0,40.0,,,,1.0,,0.0,,,,,,0 0,40 60,1 0,0 0
317,,Marcus Aurelio,Tyson Griffin,0.0,20.0,,,,0.0,,1.0,,,,,,0 0,20 92,0 3,1 0
318,,Marcus Aurelio,Ryan Roberts,1.0,6.0,,,,0.0,,1.0,,,,,,1 0,6 0,0 0,1 0
319,,Marcus Aurelio,Luke Caudillo,0.0,20.0,,,,1.0,,0.0,,,,,,0 0,20 6,1 0,0 0
320,,Marcus Aurelio,Clay Guida,0.0,40.0,,,,0.0,,0.0,,,,,,0 2,40 44,0 0,0 0
321,,Marcus Aurelio,Mitsuhiro Ishida,0.0,7.0,,,,0.0,,3.0,,,,,,0 0,7 29,0 4,3 0
322,,Marcus Aurelio,Takanori Gomi,0.0,3.0,,,,1.0,,2.0,,,,,,0 0,3 0,1 0,2 0
323,,Marcus Aurelio,Jutaro Nakao,0.0,16.0,,,,5.0,,0.0,,,,,,0 0,16 4,5 1,0 0
324,,Marcus Aurelio,Daisuke Nakamura,0.0,10.0,,,,4.0,,2.0,,,,,,0 0,10 4,4 0,2 0
325,,Marcus Aurelio,Dokonjonosuke Mishima,0.0,8.0,,,,1.0,,3.0,,,,,,0 0,8 19,1 1,3 1
326,,David Avellan,Aaron Simpson,0.0,1.0,,,,0.0,,0.0,,,,,,0 1,1 3,0 0,0 0
327,,Blas Avena,Jesse Lennox,0.0,18.0,,,,1.0,,0.0,,,,,,0 0,18 36,1 1,0 0
328,,Blas Avena,Dave Terrel,1.0,9.0,,,,0.0,,0.0,,,,,,1 0,9 1,0 0,0 0
329,,Blas Avena,Hiromitsu Miura,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 13,0 2,0 0
330,,Blas Avena,Joe Benoit,0.0,0.0,,,,0.0,,1.0,,,,,,0 0,0 0,0 0,1 0
331,,Blas Avena,Tiki Ghosn,0.0,3.0,,,,1.0,,2.0,,,,,,0 0,3 1,1 0,2 0
332,,Blas Avena,Logan Clark,0.0,24.0,,,,2.0,,0.0,,,,,,0 0,24 34,2 0,0 1
333,,Levi Avera,Paul Bradley,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
334,,Anthony Avila,Rafael Rios,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
335,,Chris Avila,Enrique Barzola,0.0,29.0,,,,0.0,,0.0,,,,,,0 0,29 72,0 7,0 0
336,,Chris Avila,Artem Lobov,0.0,42.0,,,,0.0,,0.0,,,,,,0 0,42 53,0 0,0 0
337,,Julia Avila,Jacqueline Cavalcanti,0.0,54.0,,,,1.0,,0.0,,,,,,0 0,54 73,1 0,0 0
338,,Julia Avila,Miesha Tate,0.0,3.0,,,,0.0,,0.0,,,,,,0 0,3 32,0 4,0 1
339,,Julia Avila,Julija Stoliarenko,0.0,48.0,,,,1.0,,1.0,,,,,,0 0,48 40,1 1,1 0
340,,Julia Avila,Sijara Eubanks,0.0,34.0,,,,1.0,,0.0,,,,,,0 0,34 53,1 3,0 3
341,,Julia Avila,Gina Mazany,0.0,11.0,,,,0.0,,0.0,,,,,,0 0,11 2,0 0,0 0
342,,Julia Avila,Pannie Kianzad,1.0,49.0,,,,0.0,,0.0,,,,,,1 0,49 33,0 1,0 0
343,,Saad Awad,Joe Duarte,,,,,,,,,,,,,,-- --,-- --,-- --,-- --
344,,Jessin Ayari,Luigi Vendramini,0.0,2.0,,,,0.0,,0.0,,,,,,0 1,2 13,0 0,0 0
345,,Jessin Ayari,Stevie Ray,0.0,63.0,,,,0.0,,0.0,,,,,,0 0,63 75,0 0,0 0
346,,Jessin Ayari,Darren Till,0.0,28.0,,,,0.0,,1.0,,,,,,0 1,28 31,0 2,1 0
347,,Jessin Ayari,Jim Wallhead,0.0,70.0,,,,0.0,,0.0,,,,,,0 1,70 47,0 0,0 0
348,,Abu Azaitar,Sedriques Dumas,0.0,41.0,,,,2.0,,0.0,,,,,,0 0,41 34,2 1,0 0
349,,Abu Azaitar,Marc-Andre Barriault,0.0,108.0,,,,0.0,,0.0,,,,,,0 1,108 141,0 0,0 0
350,,Abu Azaitar,Vitor Miranda,0.0,48.0,,,,1.0,,0.0,,,,,,0 0,48 19,1 3,0 1
351,,Ottman Azaitar,Michael Johnson,0.0,16.0,,,,0.0,,0.0,,,,,,0 1,16 19,0 0,0 0
352,,Ottman Azaitar,Francisco Prado,0.0,14.0,,,,0.0,,0.0,,,,,,0 1,14 38,0 0,0 0
353,,Ottman Azaitar,Matt Frevola,0.0,10.0,,,,0.0,,0.0,,,,,,0 1,10 11,0 0,0 0
354,,Ottman Azaitar,Khama Worthy,0.0,16.0,,,,0.0,,0.0,,,,,,0 0,16 1,0 0,0 0
355,,Ottman Azaitar,Teemu Packalen,1.0,27.0,,,,0.0,,0.0,,,,,,1 0,27 8,0 0,0 0
356,,Luiz Azeredo,Tatsuya Kawajiri,0.0,9.0,,,,0.0,,0.0,,,,,,0 0,9 65,0 3,0 0
357,,Luiz Azeredo,Joachim Hansen,0.0,40.0,,,,2.0,,0.0,,,,,,0 1,40 25,2 0,0 1
358,,Luiz Azeredo,Takanori Gomi,0.0,40.0,,,,2.0,,0.0,,,,,,0 0,40 53,2 2,0 0
359,,Luiz Azeredo,Naoyuki Kotani,1.0,5.0,,,,0.0,,0.0,,,,,,1 0,5 0,0 0,0 0
360,,Luiz Azeredo,Takanori Gomi,0.0,16.0,,,,0.0,,0.0,,,,,,0 1,16 8,0 0,0 0
361,,Luiz Azeredo,Luiz Firmino,0.0,11.0,,,,0.0,,1.0,,,,,,0 0,11 4,0 7,1 1
362,,Luiz Azeredo,Anderson Silva,0.0,22.0,,,,0.0,,1.0,,,,,,0 0,22 25,0 2,1 0
363,,Luciano Azevedo,Hayato Sakurai,0.0,5.0,,,,1.0,,0.0,,,,,,0 0,5 13,1 0,0 0
364,,Hunter Azure,Jack Shore,0.0,45.0,,,,0.0,,1.0,,,,,,0 0,45 36,0 6,1 0
365,,Hunter Azure,Cole Smith,1.0,42.0,,,,5.0,,0.0,,,,,,1 0,42 31,5 2,0 3
366,,Hunter Azure,Brian Kelleher,0.0,62.0,,,,0.0,,0.0,,,,,,0 1,62 29,0 0,0 0
367,,Hunter Azure,Brad Katona,0.0,41.0,,,,0.0,,0.0,,,,,,0 0,41 21,0 3,0 0
368,,Hunter Azure,Christian Ocon,0.0,79.0,,,,4.0,,5.0,,,,,,0 0,79 26,4 0,5 0
369,,Niklas Backstrom,Noad Lahat,0.0,11.0,,,,4.0,,1.0,,,,,,0 0,11 62,4 1,1 1
370,,Niklas Backstrom,Mike Wilkinson,0.0,7.0,,,,0.0,,0.0,,,,,,0 1,7 6,0 0,0 0
371,,Niklas Backstrom,Tom Niinimaki,0.0,5.0,,,,0.0,,2.0,,,,,,0 0,5 7,0 2,2 0
372,,Seth Baczynski,Leon Edwards,0.0,0.0,,,,0.0,,0.0,,,,,,0 1,0 3,0 0,0 0
373,,Seth Baczynski,Alan Jouban,0.0,25.0,,,,1.0,,0.0,,,,,,0 1,25 25,1 0,0 0
374,,Seth Baczynski,Thiago Alves,0.0,90.0,,,,0.0,,0.0,,,,,,0 0,90 116,0 0,0 0
375,,Seth Baczynski,Neil Magny,0.0,28.0,,,,3.0,,0.0,,,,,,0 0,28 31,3 2,0 0
376,,Seth Baczynski,Brian Melancon,0.0,13.0,,,,0.0,,0.0,,,,,,0 1,13 24,0 1,0 0
377,,Seth Baczynski,Mike Pierce,0.0,34.0,,,,0.0,,0.0,,,,,,0 0,34 16,0 6,0 0
378,,Seth Baczynski,Simeon Thoresen,1.0,15.0,,,,0.0,,0.0,,,,,,1 0,15 17,0 0,0 0
379,,Seth Baczynski,Lance Benoist,0.0,25.0,,,,1.0,,0.0,,,,,,0 0,25 35,1 3,0 0
380,,Seth Baczynski,Matt Brown,0.0,17.0,,,,1.0,,1.0,,,,,,0 0,17 19,1 1,1 0
381,,Seth Baczynski,Clay Harvison,1.0,41.0,,,,0.0,,1.0,,,,,,1 0,41 12,0 0,1 0
382,,Seth Baczynski,Brad Tavares,0.0,22.0,,,,0.0,,3.0,,,,,,0 0,22 18,0 3,3 0
383,,Ryan Bader,Rogerio Nogueira,0.0,86.0,,,,5.0,,1.0,,,,,,0 0,86 3,5 0,1 0
384,,Ryan Bader,Ilir Latifi,1.0,13.0,,,,0.0,,0.0,,,,,,1 1,13 9,0 0,0 0
385,,Ryan Bader,Anthony Johnson,0.0,0.0,,,,0.0,,0.0,,,,,,0 0,0 11,0 0,0 0
386,,Ryan Bader,Rashad Evans,0.0,52.0,,,,1.0,,0.0,,,,,,0 0,52 25,1 0,0 0
387,,Ryan Bader,Phil Davis,0.0,26.0,,,,1.0,,0.0,,,,,,0 0,26 35,1 0,0 0
388,,Ryan Bader,Ovince Saint Preux,0.0,24.0,,,,9.0,,1.0,,,,,,0 0,24 24,9 2,1 0
389,,Ryan Bader,Rafael Cavalcante,0.0,53.0,,,,7.0,,0.0,,,,,,0 0,53 10,7 0,0 0
390,,Ryan Bader,Anthony Perosh,0.0,70.0,,,,3.0,,0.0,,,,,,0 0,70 9,3 0,0 0
391,,Ryan Bader,Glover Teixeira,0.0,11.0,,,,0.0,,1.0,,,,,,0 1,11 14,0 1,1 0
392,,Ryan Bader,Vladimir Matyushenko,1.0,3.0,,,,0.0,,1.0,,,,,,1 0,3 0,0 0,1 0
393,,Ryan Bader,Lyoto Machida,0.0,7.0,,,,0.0,,0.0,,,,,,0 1,7 21,0 0,0 0
394,,Ryan Bader,Quinton Jackson,0.0,55.0,,,,4.0,,0.0,,,,,,0 0,55 16,4 1,0 0
395,,Ryan Bader,Jason Brilz,1.0,6.0,,,,0.0,,0.0,,,,,,1 0,6 1,0 0,0 0
396,,Ryan Bader,Tito Ortiz,0.0,4.0,,,,0.0,,0.0,,,,,,0 1,4 6,0 0,0 1
397,,Ryan Bader,Jon Jones,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 20,0 2,0 3
398,,Ryan Bader,Rogerio Nogueira,0.0,42.0,,,,5.0,,0.0,,,,,,0 0,42 28,5 0,0 0
399,,Ryan Bader,Keith Jardine,1.0,29.0,,,,3.0,,0.0,,,,,,1 0,29 15,3 0,0 0
400,,Ryan Bader,Eric Schafer,2.0,52.0,,,,3.0,,0.0,,,,,,2 0,52 25,3 0,0 1
401,,Ryan Bader,Carmelo Marrero,0.0,24.0,,,,5.0,,2.0,,,,,,0 0,24 9,5 0,2 0
402,,Izabela Badurek,Aleksandra Albu,0.0,32.0,,,,1.0,,0.0,,,,,,0 0,32 42,1 0,0 1
403,,Miguel Baeza,Punahele Soriano,0.0,7.0,,,,0.0,,3.0,,,,,,0 0,7 144,0 5,3 0
404,,Miguel Baeza,Andre Fialho,0.0,24.0,,,,0.0,,0.0,,,,,,0 1,24 32,0 0,0 0
405,,Miguel Baeza,Khaos Williams,0.0,31.0,,,,0.0,,5.0,,,,,,0 1,31 49,0 0,5 0
406,,Miguel Baeza,Santiago Ponzinibbio,0.0,104.0,,,,0.0,,0.0,,,,,,0 0,104 121,0 0,0 0
407,,Miguel Baeza,Takashi Sato,0.0,40.0,,,,1.0,,1.0,,,,,,0 0,40 15,1 0,1 0
408,,Miguel Baeza,Matt Brown,2.0,37.0,,,,0.0,,0.0,,,,,,2 0,37 33,0 0,0 0
409,,Miguel Baeza,Hector Aldana,1.0,35.0,,,,1.0,,0.0,,,,,,1 0,35 8,1 0,0 0
410,,Miguel Baeza,Victor Reyna,2.0,61.0,,,,0.0,,2.0,,,,,,2 0,61 89,0 0,2 0
411,,Ali Bagautinov,Kyoji Horiguchi,0.0,36.0,,,,2.0,,0.0,,,,,,0 0,36 55,2 4,0 0
412,,Ali Bagautinov,Geane Herrera,0.0,90.0,,,,5.0,,0.0,,,,,,0 0,90 13,5 1,0 2
413,,Ali Bagautinov,Joseph Benavidez,0.0,31.0,,,,0.0,,0.0,,,,,,0 0,31 48,0 0,0 0
414,,Ali Bagautinov,John Lineker,0.0,49.0,,,,6.0,,1.0,,,,,,0 0,49 27,6 0,1 2
415,,Ali Bagautinov,Tim Elliott,0.0,43.0,,,,1.0,,0.0,,,,,,0 0,43 48,1 2,0 1
416,,Ali Bagautinov,Marcos Vinicius,2.0,38.0,,,,3.0,,1.0,,,,,,2 0,38 27,3 0,1 0
417,,Mehdi Baghdad,John Makdessi,1.0,60.0,,,,0.0,,0.0,,,,,,1 0,60 84,0 0,0 0
418,,Mehdi Baghdad,Chris Wade,0.0,1.0,,,,0.0,,0.0,,,,,,0 0,1 5,0 2,0 1
419,,Melsik Baghdasaryan,Jean Silva,0.0,7.0,,,,0.0,,0.0,,,,,,0 1,7 18,0 0,0 0
420,,Melsik Baghdasaryan,Tucker Lutz,0.0,64.0,,,,0.0,,0.0,,,,,,0 0,64 36,0 3,0 0
421,,Melsik Baghdasaryan,Josh Culibao,0.0,26.0,,,,0.0,,0.0,,,,,,0 0,26 16,0 0,0 1
422,,Melsik Baghdasaryan,Bruno Souza,0.0,75.0,,,,0.0,,0.0,,,,,,0 0,75 46,0 0,0 0
3,,Melsik Baghdasaryan,Collin Anglin,1.0,44.0,,,,0.0,,0.0,,,,,,1 0,44 25,0 1,0 0
423,,Melsik Baghdasaryan,Dennis Buzukja,0.0,102.0,,,,0.0,,0.0,,,,,,0 0,102 57,0 2,0 1
424,,Siyar Bahadurzada,Ismail Naurdiev,0.0,12.0,,,,0.0,,0.0,,,,,,0 0,12 69,0 3,0 0
425,,Siyar Bahadurzada,Curtis Millender,0.0,40.0,,,,3.0,,0.0,,,,,,0 0,40 89,3 0,0 0
426,,Siyar Bahadurzada,Luan Chagas,1.0,33.0,,,,1.0,,0.0,,,,,,1 0,33 11,1 0,0 0
427,,Siyar Bahadurzada,Rob Wilkinson,3.0,43.0,,,,0.0,,1.0,,,,,,3 0,43 24,0 2,1 0
428,,Siyar Bahadurzada,Brandon Thatch,0.0,84.0,,,,3.0,,1.0,,,,,,0 0,84 30,3 1,1 0
429,,Siyar Bahadurzada,John Howard,0.0,44.0,,,,1.0,,0.0,,,,,,0 0,44 47,1 3,0 0
430,,Siyar Bahadurzada,Dong Hyun Kim,0.0,5.0,,,,0.0,,0.0,,,,,,0 0,5 23,0 3,0 1
431,,Siyar Bahadurzada,Paulo Thiago,1.0,3.0,,,,0.0,,0.0,,,,,,1 0,3 0,0 0,0 0
432,,Ignacio Bahamondes,Rafael Fiziev,0.0,50.0,,,,0.0,,0.0,,,,,,0 0,50 62,0 4,0 0
433,,Ignacio Bahamondes,Jalin Turner,0.0,10.0,,,,0.0,,1.0,,,,,,0 0,10 7,0 0,1 0
434,,Ignacio Bahamondes,Manuel Torres,2.0,31.0,,,,0.0,,0.0,,,,,,2 0,31 20,0 0,0 0
435,,Ignacio Bahamondes,Christos Giagos,1.0,40.0,,,,0.0,,0.0,,,,,,1 0,40 17,0 0,0 0
436,,Ignacio Bahamondes,Ludovit Klein,0.0,43.0,,,,0.0,,0.0,,,,,,0 0,43 56,0 3,0 0
437,,Ignacio Bahamondes,Trey Ogden,0.0,99.0,,,,0.0,,0.0,,,,,,0 0,99 42,0 0,0 0
438,,Ignacio Bahamondes,Rongzhu,0.0,126.0,,,,0.0,,2.0,,,,,,0 0,126 48,0 1,2 0
439,,Ignacio Bahamondes,Roosevelt Roberts,1.0,105.0,,,,0.0,,0.0,,,,,,1 0,105 55,0 0,0 0
440,,Ignacio Bahamondes,John Makdessi,0.0,112.0,,,,0.0,,0.0,,,,,,0 0,112 124,0 0,0 0
441,,Ignacio Bahamondes,Edson Gomez,1.0,66.0,,,,0.0,,0.0,,,,,,1 0,66 20,0 0,0 0
442,,Bahatebole Batebolati,HanSeul Kim,0.0,58.0,,,,1.0,,0.0,,,,,,0 1,58 74,1 0,0 0
